"species","sequence_id","counts"
"Pontophilus trispinosus","RMNH.CRUS.D.34432",25
"Pontophilus bispinosus","RMNH.CRUS.D.34437",1
"Pontophilus monacanthus","RMNH.CRUS.D.34458",50
"Pontophilus monacanthus","RMNH.CRUS.D.34462",20
"Liocarcinus holsatus","RMNH.CRUS.D.3447",1
"Palaemon adspersus","RMNH.CRUS.D.34535",2
"Palaemon serratus","RMNH.CRUS.D.34554",12
"Palaemon elegans","RMNH.CRUS.D.34588",40
"Palaemon elegans","RMNH.CRUS.D.34613",9
"Crangon crangon","RMNH.CRUS.D.34669",12
"Crangon crangon","RMNH.CRUS.D.34680",50
"Cancer pagurus","RMNH.CRUS.D.34695",1
"Crangon crangon","RMNH.CRUS.D.3478",0
"Pisidia inaequalis","RMNH.CRUS.D.35018",3
"Diogenes pugilator","RMNH.CRUS.D.35123",6
"Dromia dehaani","RMNH.CRUS.D.35229",3
"Austropotamobius pallipes","RMNH.CRUS.D.35258",1
"Hyas coarctatus","RMNH.CRUS.D.35262",6
"Inachus dorsettensis","RMNH.CRUS.D.35266",10
"Crangon allmanni","RMNH.CRUS.D.35288",50
"Crangon allmanni","RMNH.CRUS.D.35290",30
"Crangon allmanni","RMNH.CRUS.D.35291",100
"Cancer gibbosulus","RMNH.CRUS.D.353",1
"Trichocera gibbosula","RMNH.CRUS.D.353",1
"Meganyctiphanes norvegica","RMNH.CRUS.D.35328",25
"Cancer gibbosulus","RMNH.CRUS.D.354",1
"Trichocera gibbosula","RMNH.CRUS.D.354",1
"Callinectes bocourti","RMNH.CRUS.D.35500",1
"Atyaephyra desmarestii","RMNH.CRUS.D.35623",0
"Atyaephyra desmarestii","RMNH.CRUS.D.35626",0
"Atyaephyra desmarestii","RMNH.CRUS.D.35628",40
"Pandalina brevirostris","RMNH.CRUS.D.3567",2
"Upogebia brasiliensis","RMNH.CRUS.D.35721",7
"Upogebia carinicauda","RMNH.CRUS.D.35737",1
"Upogebia deltaura","RMNH.CRUS.D.35739",2
"Upogebia darwinii","RMNH.CRUS.D.35750",2
"Upogebia savignyi","RMNH.CRUS.D.35755",2
"Callianassa bouvieri","RMNH.CRUS.D.35831",1
"Corystes cassivelaunus","RMNH.CRUS.D.35966",2
"Astacus leptodactylus","RMNH.CRUS.D.36111",1
"Dromia personata","RMNH.CRUS.D.36126",1
"Macropodia rostrata","RMNH.CRUS.D.3622",0
"Liocarcinus vernalis","RMNH.CRUS.D.36347",1
"Liocarcinus arcuatus","RMNH.CRUS.D.36366",1
"Pinnotheres pinnotheres","RMNH.CRUS.D.36433",1
"Lithodes maja","RMNH.CRUS.D.36552",1
"Palinurus mauritanicus","RMNH.CRUS.D.36561",5
"Macropodia rostrata","RMNH.CRUS.D.36655",1
"Macropodia parva","RMNH.CRUS.D.36662",27
"Macropodia parva","RMNH.CRUS.D.36686",0
"Macropodia rostrata","RMNH.CRUS.D.36710",2
"Macropodia rostrata","RMNH.CRUS.D.36711",1
"Macropodia tenuirostris","RMNH.CRUS.D.36743",3
"Eriocheir sinensis","RMNH.CRUS.D.3705",1
"Atelecyclus undecimdentatus","RMNH.CRUS.D.37209",2
"Diogenes serenei","RMNH.CRUS.D.37800",6
"Pisidia gordonae","RMNH.CRUS.D.37824",3
"Anapagurus breviaculeatus","RMNH.CRUS.D.38122",1
"Corystes cassivelaunus","RMNH.CRUS.D.38138",1
"Processa edulis","RMNH.CRUS.D.38272",3
"Processa macrophthalma","RMNH.CRUS.D.38404",1
"Callianassa tyrrhena","RMNH.CRUS.D.38482",1
"Pestarella tyrrhena","RMNH.CRUS.D.38482",1
"Callianassa tyrrhena","RMNH.CRUS.D.38483",1
"Pestarella tyrrhena","RMNH.CRUS.D.38483",1
"Pandalina brevirostris","RMNH.CRUS.D.39204",1
"Leopoldius pisifer","RMNH.CRUS.D.39381",11
"Goneplax rhomboides","RMNH.CRUS.D.39688",1
"Atelecyclus undecimdentatus","RMNH.CRUS.D.39923",30
"Atelecyclus undecimdentatus","RMNH.CRUS.D.39938",1
"Goneplax rhomboides","RMNH.CRUS.D.39996",4
"Dromia personata","RMNH.CRUS.D.40383",1
"Eurynome aspera","RMNH.CRUS.D.40721",1
"Eurynome aspera","RMNH.CRUS.D.40741",1
"Callianassa tyrrhena","RMNH.CRUS.D.40764",0
"Pestarella tyrrhena","RMNH.CRUS.D.40764",0
"Leopoldius pisifer","RMNH.CRUS.D.40985",1
"Leopoldius pisifer","RMNH.CRUS.D.40987",2
"Necora puber","RMNH.CRUS.D.41346",0
"Philocheras sculptus","RMNH.CRUS.D.41508",1
"Philocheras sculptus","RMNH.CRUS.D.41512",1
"Philocheras sculptus","RMNH.CRUS.D.41517",10
"Philocheras bidens","RMNH.CRUS.D.41572",0
"Philocheras bispinosus","RMNH.CRUS.D.41576",1
"Philocheras trispinosus","RMNH.CRUS.D.41578",0
"Pontophilus gracilis","RMNH.CRUS.D.41594",1
"Dromia marmorea","RMNH.CRUS.D.41673",1
"Palaemon adspersus","RMNH.CRUS.D.41815",10
"Palaemon longirostris","RMNH.CRUS.D.41816",0
"Pilumnus vespertilio","RMNH.CRUS.D.41853",5
"Dromia erythropus","RMNH.CRUS.D.41973",1
"Achaeus japonicus","RMNH.CRUS.D.42106",0
"Inachus japonicus","RMNH.CRUS.D.42106",0
"Eriocheir japonicus","RMNH.CRUS.D.42173",0
"Leopoldius pisifer","RMNH.CRUS.D.42373",1
"Necora puber","RMNH.CRUS.D.42523",3
"Achaeus lorina","RMNH.CRUS.D.4262",1
"Macropodia rostrata","RMNH.CRUS.D.42684",1
"Dromia erythropus","RMNH.CRUS.D.43003",0
"Ebalia cranchii","RMNH.CRUS.D.43163",0
"Inachus phalangium","RMNH.CRUS.D.43266",0
"Inachus thoracicus","RMNH.CRUS.D.43274",0
"Maja spec.","RMNH.CRUS.D.43330",0
"Hyas araneus","RMNH.CRUS.D.43383",1
"Maja squinado","RMNH.CRUS.D.43504",1
"Maja tuberculata","RMNH.CRUS.D.43524",0
"Atelecyclus undecimdentatus","RMNH.CRUS.D.43635",1
"Atelecyclus undecimdentatus","RMNH.CRUS.D.43643",1
"Atelecyclus undecimdentatus","RMNH.CRUS.D.43645",0
"Cancer magister","RMNH.CRUS.D.43667",1
"Cancer pagurus","RMNH.CRUS.D.43709",1
"Cancer pagurus","RMNH.CRUS.D.43711",0
"Corystes cassivelaunus","RMNH.CRUS.D.43730",0
"Corystes cassivelaunus","RMNH.CRUS.D.43735",0
"Corystes cassivelaunus","RMNH.CRUS.D.43752",1
"Pirimela denticulata","RMNH.CRUS.D.43764",1
"Pirimela denticulata","RMNH.CRUS.D.43780",1
"Carcinus maenas","RMNH.CRUS.D.43825",1
"Portumnus latipes","RMNH.CRUS.D.43965",0
"Portumnus latipes","RMNH.CRUS.D.43973",9
"Portumnus pestai","RMNH.CRUS.D.43978",1
"Portumnus pestai","RMNH.CRUS.D.43979",0
"Liocarcinus arcuatus","RMNH.CRUS.D.43990",6
"Liocarcinus spec.","RMNH.CRUS.D.44058",0
"Necora puber","RMNH.CRUS.D.44080",0
"Necora puber","RMNH.CRUS.D.44083",0
"Necora puber","RMNH.CRUS.D.44093",0
"Necora puber","RMNH.CRUS.D.44098",0
"Necora puber","RMNH.CRUS.D.44101",1
"Callinectes arcuatus","RMNH.CRUS.D.44146",1
"Callinectes bocourti","RMNH.CRUS.D.44151",1
"Callinectes toxotes","RMNH.CRUS.D.44349",0
"Cancer pagurus","RMNH.CRUS.D.44415",1
"Cancer pagurus","RMNH.CRUS.D.44419",0
"Callinectes arcuatus","RMNH.CRUS.D.44421",1
"Goneplax rhomboides","RMNH.CRUS.D.44448",8
"Astacus astacus","RMNH.CRUS.D.4479",1
"Eriocheir sinensis","RMNH.CRUS.D.45192",1
"Hemigrapsus nudus","RMNH.CRUS.D.45228",1
"Hemigrapsus oregonensis","RMNH.CRUS.D.45229",1
"Pinnotheres pisum","RMNH.CRUS.D.45278",0
"Pinnotheres pisum","RMNH.CRUS.D.45284",10
"Atyaephyra desmarestii","RMNH.CRUS.D.45552",0
"Atyaephyra desmarestii","RMNH.CRUS.D.45554",0
"Thia scutellata","RMNH.CRUS.D.45568",0
"Porcellana platycheles","RMNH.CRUS.D.45681",0
"Nephrops norvegicus","RMNH.CRUS.D.45686",1
"Nephrops norvegicus","RMNH.CRUS.D.45688",0
"Pinnotheres pisum","RMNH.CRUS.D.45745",1
"Thia scutellata","RMNH.CRUS.D.45801",1
"Thia scutellata","RMNH.CRUS.D.45813",6
"Pisidia longicornis","RMNH.CRUS.D.45893",0
"Pisidia longicornis","RMNH.CRUS.D.45905",11
"Pisidia longicornis","RMNH.CRUS.D.45906",5
"Pisidia longicornis","RMNH.CRUS.D.45919",1
"Pisidia longicornis","RMNH.CRUS.D.45920",1
"Galathea intermedia","RMNH.CRUS.D.45939",40
"Pisidia longimana","RMNH.CRUS.D.45989",10
"Pisidia longimana","RMNH.CRUS.D.45993",2
"Diogenes pugilator","RMNH.CRUS.D.46000",8
"Hyas araneus","RMNH.CRUS.D.46074",1
"Athanas nitescens","RMNH.CRUS.D.46198",5
"Philocheras mbizi","RMNH.CRUS.D.46211",4
"Philocheras mbizi","RMNH.CRUS.D.46216",5
"Philocheras trispinosus","RMNH.CRUS.D.46218",4
"Eualus occultus","RMNH.CRUS.D.46244",2
"Eualus occultus","RMNH.CRUS.D.46266",3
"Palinurus argus","RMNH.CRUS.D.46304",1
"Diogenes pugilator","RMNH.CRUS.D.46503",1
"Anapagurus hyndmanni","RMNH.CRUS.D.46507",3
"Anapagurus breviaculeatus","RMNH.CRUS.D.46509",1
"Rhithropanopeus harrisii","RMNH.CRUS.D.46848",1
"Processa parva","RMNH.CRUS.D.47342",1
"Processa parva","RMNH.CRUS.D.47356",1
"Processa macrophthalma","RMNH.CRUS.D.47398",2
"Processa parva","RMNH.CRUS.D.47422",3
"Rhithropanopeus harrisii","RMNH.CRUS.D.47802",1
"Pandalina brevirostris","RMNH.CRUS.D.4791",3
"Porcellana longicornis","RMNH.CRUS.D.4829",0
"Planes minutus","RMNH.CRUS.D.4880",100
"Philocheras bispinosus","RMNH.CRUS.D.48804",2
"Planes minutus","RMNH.CRUS.D.4888",0
"Callianassa affinis","RMNH.CRUS.D.4923",1
"Porcellana sigsbeiana","RMNH.CRUS.D.49792",1
"Procambarus clarkii","RMNH.CRUS.D.50684",2
"Portumnus latipes","RMNH.CRUS.D.50710",3
"Pilumnus scabriusculus","RMNH.CRUS.D.5244",2
"Procambarus acutus","RMNH.CRUS.D.53187",11
"Hemigrapsus sanguineus","RMNH.CRUS.D.53195",1
"Procambarus acutus/zonanguluus","RMNH.CRUS.D.53421",1
"Galathea dispersa","RMNH.CRUS.D.54999",4
"Galathea nexa","RMNH.CRUS.D.55026",1
"Galathea nexa","RMNH.CRUS.D.55027",4
"Galathea nexa","RMNH.CRUS.D.55028",1
"Galathea humilis","RMNH.CRUS.D.55104",4
"Athanas nitescens","RMNH.CRUS.D.55335",300
"Processa macrophthalma","RMNH.CRUS.D.55347",11
"Cancer pagurus","RMNH.CRUS.D.55440",1
"Palaemon serratus","RMNH.CRUS.D.5560",3
"Inachus dorsettensis","RMNH.CRUS.D.55612",1
"Macropodia rostrata","RMNH.CRUS.D.55618",1
"Lithodes arctica","RMNH.CRUS.D.55653",2
"Lithodes arctica","RMNH.CRUS.D.55655",1
"Lithodes maja","RMNH.CRUS.D.55659",1
"Homarus gammarus","RMNH.CRUS.D.55695",1
"Homarus vulgaris","RMNH.CRUS.D.55700",0
"Homarus vulgaris","RMNH.CRUS.D.55701",1
"Homarus vulgaris","RMNH.CRUS.D.55703",1
"Hyas araneus","RMNH.CRUS.D.55728",1
"Hyas araneus","RMNH.CRUS.D.55731",1
"Palinurus japonicus","RMNH.CRUS.D.55774",1
"Palinurus ornatus","RMNH.CRUS.D.55777",1
"Palinurus ornatus","RMNH.CRUS.D.55779",1
"Palinurus versicolor","RMNH.CRUS.D.55784",1
"Pilumnus hirsutus","RMNH.CRUS.D.55808",0
"Porcellana spec.","RMNH.CRUS.D.55839",1
"Austropotamobius pallipes","RMNH.CRUS.D.5595",2
"Thia polita","RMNH.CRUS.D.55956",6
"Astacus astacus","RMNH.CRUS.D.5597",2
"Cherax ","RMNH.CRUS.D.55998",1
"Pontophilus trispinosus","RMNH.CRUS.D.56036",1
"Pacifastacus leniusculus","RMNH.CRUS.D.56041",15
"Lithodes maja","RMNH.CRUS.D.56078",1
"Palinurus mauritanicus","RMNH.CRUS.D.56130",1
"Eurynome aspera","RMNH.CRUS.D.56195",0
"Hemigrapsus penicillatus","RMNH.CRUS.D.56221",2
"Thia scutellata","RMNH.CRUS.D.56287",0
"Liocarcinus puber","RMNH.CRUS.D.56293",0
"Hemigrapsus takanoi","RMNH.CRUS.D.56429",1
"Necora puber","RMNH.CRUS.D.5671",1
"Porcellana sp.","RMNH.CRUS.D.56874",1
"Carcinus maenas","RMNH.CRUS.D.5689",0
"Pirimela denticulata","RMNH.CRUS.D.5703",1
"Homarus astacus","RMNH.CRUS.D.57203",1
"Nephrops norvegicus","RMNH.CRUS.D.57204",1
"Cherax pulcher","RMNH.CRUS.D.57217",1
"Cherax acherontis","RMNH.CRUS.D.57252",1
"Cherax acherontis","RMNH.CRUS.D.57257",1
"Cherax monticola","RMNH.CRUS.D.57303",1
"Atelecyclus undecimdentatus","RMNH.CRUS.D.57657",1
"Atelecyclus undecimdentatus","RMNH.CRUS.D.57659",1
"Cancer pagurus","RMNH.CRUS.D.57664",1
"Corystes cassivelaunus","RMNH.CRUS.D.57675",2
"Corystes cassivelaunus","RMNH.CRUS.D.57677",1
"Corystes cassivelaunus","RMNH.CRUS.D.57679",3
"Goneplax rhomboides","RMNH.CRUS.D.57703",1
"Hyas araneus","RMNH.CRUS.D.57732",1
"Pinnotheres pinnotheres","RMNH.CRUS.D.57754",2
"Liocarcinus depurator","RMNH.CRUS.D.57760",2
"Necora puber","RMNH.CRUS.D.57776",1
"Pisidia longicornis","RMNH.CRUS.D.57784",8
"Callinectes sapidus","RMNH.CRUS.D.57797",1
"Carcinus maenas","RMNH.CRUS.D.57803",2
"Portumnus latipes","RMNH.CRUS.D.57815",1
"Hemigrapsus sanguineus","RMNH.CRUS.D.57833",1
"Cherax communis","RMNH.CRUS.D.6291",63
"Cherax communis","RMNH.CRUS.D.6299",24
"Cherax communis","RMNH.CRUS.D.6302",6
"Eurynome aspera","RMNH.CRUS.D.6939",0
"Pilumnus hirtellus","RMNH.CRUS.D.7355",0
"Rhithropanopeus harrisii","RMNH.CRUS.D.7435",0
"Portumnus latipes","RMNH.CRUS.D.7682",0
"Anapagurus laevis","RMNH.CRUS.D.7979",0
"Anapagurus hyndmanni","RMNH.CRUS.D.7981",0
"Spirontocaris lamellicornis","RMNH.CRUS.D.8757",1
"Pacifastacus gambeli","RMNH.CRUS.D.8793",1
"Hemigrapsus nudus","RMNH.CRUS.D.9739",0
"Astacus leptodactylus","RMNH.CRUS.D.982",2
"Astacus leptodactylus","RMNH.CRUS.D.984",2
"Maja verrucosa","RMNH.CRUS.D.9975",1
"Leptomysis gracilis","RMNH.CRUS.E.10",0
"Mesopodopsis slabberi","RMNH.CRUS.E.1032",0
"Mesopodopsis slabberi","RMNH.CRUS.E.1045",0
"Mesopodopsis slabberi","RMNH.CRUS.E.1065",0
"Gastrosaccus spinifer","RMNH.CRUS.E.1385",0
"Gastrosaccus spinifer","RMNH.CRUS.E.1400",0
"Gastrosaccus spinifer","RMNH.CRUS.E.1418",0
"Gastrosaccus spinifer","RMNH.CRUS.E.1427",0
"Gastrosaccus spinifer","RMNH.CRUS.E.1429",0
"Gastrosaccus spinifer","RMNH.CRUS.E.1432",0
"Gastrosaccus spinifer","RMNH.CRUS.E.1436",0
"Gastrosaccus spinifer","RMNH.CRUS.E.1464",0
"Mysis mixta","RMNH.CRUS.E.16",2
"Mysis oculata","RMNH.CRUS.E.17",5
"Mysis relicta","RMNH.CRUS.E.18",0
"Lophogaster longirostris","RMNH.CRUS.E.2108",2
"Mysidopsis velifera","RMNH.CRUS.E.2129",0
"Mysidopsis velifera","RMNH.CRUS.E.2130",0
"Mysidopsis velifera","RMNH.CRUS.E.2133",0
"Erythrops parva","RMNH.CRUS.E.2165",0
"Lophogaster longirostris","RMNH.CRUS.E.2185",1
"Lophogaster longirostris","RMNH.CRUS.E.2187",1
"Mysis oculata","RMNH.CRUS.E.2188",0
"Paramysis nouveli","RMNH.CRUS.E.2359",200
"Paramysis nouveli","RMNH.CRUS.E.2389",0
"Leptomysis lingvura","RMNH.CRUS.E.2394",0
"Leptomysis lingvura","RMNH.CRUS.E.2395",0
"Leptomysis lingvura","RMNH.CRUS.E.2396",0
"Leptomysis lingvura","RMNH.CRUS.E.2399",0
"Mesopodopsis slabberi","RMNH.CRUS.E.2415",0
"Mesopodopsis slabberi","RMNH.CRUS.E.2416",0
"Siriella jaltensis","RMNH.CRUS.E.2451",50
"Siriella jaltensis","RMNH.CRUS.E.2462",0
"Siriella jaltensis","RMNH.CRUS.E.2481",0
"Siriella jaltensis","RMNH.CRUS.E.2498",0
"Limnomysis benedeni","RMNH.CRUS.E.2511",0
"Hemimysis anomala","RMNH.CRUS.E.2515",0
"Mysis stenolepis","RMNH.CRUS.E.2528",0
"Mysidopsis didelphys","RMNH.CRUS.E.2530",1
"Mysis relicta","RMNH.CRUS.E.2532",0
"Katamysis warpachowskyi","RMNH.CRUS.E.2540",0
"Schistomysis assimilis","RMNH.CRUS.E.2544",0
"Schistomysis assimilis","RMNH.CRUS.E.2546",0
"Schistomysis assimilis","RMNH.CRUS.E.2548",0
"Schistomysis assimilis","RMNH.CRUS.E.2549",0
"Schistomysis assimilis","RMNH.CRUS.E.2550",0
"Schistomysis assimilis","RMNH.CRUS.E.2551",0
"Schistomysis assimilis","RMNH.CRUS.E.2552",0
"Schistomysis assimilis","RMNH.CRUS.E.2553",0
"Schistomysis assimilis","RMNH.CRUS.E.2556",0
"Paramysis bacescoi","RMNH.CRUS.E.2607",25
"Paramysis bacescoi","RMNH.CRUS.E.2631",0
"Paramysis bacescoi","RMNH.CRUS.E.2633",250
"Paramysis bacescoi","RMNH.CRUS.E.2636",40
"Erythrops elegans","RMNH.CRUS.E.2642",0
"Erythrops elegans","RMNH.CRUS.E.2643",0
"Erythrops elegans","RMNH.CRUS.E.2644",0
"Erythrops elegans","RMNH.CRUS.E.2646",0
"Erythrops elegans","RMNH.CRUS.E.2647",0
"Erythrops elegans","RMNH.CRUS.E.2648",0
"Leptomysis gracilis","RMNH.CRUS.E.2685",0
"Lophogaster typicus","RMNH.CRUS.E.2703",10
"Lophogaster typicus","RMNH.CRUS.E.2705",1
"Hemimysis lamornae","RMNH.CRUS.E.2718",0
"Hemimysis lamornae","RMNH.CRUS.E.2719",0
"Hemimysis lamornae","RMNH.CRUS.E.2773",0
"Siriella brevirostris","RMNH.CRUS.E.2777",0
"Heteromysis formosa","RMNH.CRUS.E.2806",0
"Heteromysis formosa","RMNH.CRUS.E.2808",0
"Siriella clausii","RMNH.CRUS.E.2944",13
"Siriella clausii","RMNH.CRUS.E.2958",9
"Paramysis portzicensis","RMNH.CRUS.E.2982",20
"Mysidopsis gibbosa","RMNH.CRUS.E.3000",0
"Mysidopsis gibbosa","RMNH.CRUS.E.3004",0
"Mysidopsis gibbosa","RMNH.CRUS.E.3006",0
"Mysidopsis gibbosa","RMNH.CRUS.E.3012",0
"Leptomysis flavolineata","RMNH.CRUS.E.3033",1
"Leptomysis lingvura","RMNH.CRUS.E.3041",0
"Neomysis integer","RMNH.CRUS.E.305",0
"Neomysis integer","RMNH.CRUS.E.313",0
"Heteromysis armoricana","RMNH.CRUS.E.3182",3
"Heteromysis armoricana","RMNH.CRUS.E.3183",3
"Heteromysis armoricana","RMNH.CRUS.E.3188",0
"Neomysis integer","RMNH.CRUS.E.329",0
"Leptomysis mediterranea","RMNH.CRUS.E.3333",0
"Neomysis integer","RMNH.CRUS.E.334",0
"Leptomysis mediterranea","RMNH.CRUS.E.3357",0
"Lophogaster typicus","RMNH.CRUS.E.3477",1
"Paramysis nouveli","RMNH.CRUS.E.3485",0
"Hemimysis margalefi","RMNH.CRUS.E.3496",30
"Hemimysis anomala","RMNH.CRUS.E.3502",3
"Limnomysis benedeni","RMNH.CRUS.E.3504",2
"Praunus flexuosus","RMNH.CRUS.E.351",0
"Lophogaster typicus","RMNH.CRUS.E.3514",1
"Erythrops elegans","RMNH.CRUS.E.3525",1
"Praunus flexuosus","RMNH.CRUS.E.355",0
"Mysidopsis robustispina","RMNH.CRUS.E.3578",1
"Heteromysis guitarti","RMNH.CRUS.E.3594",1
"Heteromysis guitarti","RMNH.CRUS.E.3595",1
"Heteromysis guitarti","RMNH.CRUS.E.3596",1
"Heteromysis guitarti","RMNH.CRUS.E.3597",2
"Heteromysis nouveli","RMNH.CRUS.E.3600",1
"Mysidopsis velifera","RMNH.CRUS.E.3624",2
"Praunus flexuosus","RMNH.CRUS.E.383",0
"Praunus flexuosus","RMNH.CRUS.E.390",0
"Hemimysis abyssicola","RMNH.CRUS.E.449",0
"Mesopodopsis slabberi","RMNH.CRUS.E.49",0
"Gastrosaccus spinifer","RMNH.CRUS.E.598",0
"Gastrosaccus spinifer","RMNH.CRUS.E.600",0
"Hemimysis abyssicola","RMNH.CRUS.E.627",0
"Lophogaster typicus","RMNH.CRUS.E.631",1
"Lophogaster typicus","RMNH.CRUS.E.632",1
"Mysis oculata","RMNH.CRUS.E.646",0
"Erythrops elegans","RMNH.CRUS.E.7",0
"Praunus flexuosus","RMNH.CRUS.E.817",0
"Praunus flexuosus","RMNH.CRUS.E.831",0
"Praunus flexuosus","RMNH.CRUS.E.851",0
"Praunus flexuosus","RMNH.CRUS.E.859",0
"Hemimysis lamornae","RMNH.CRUS.E.9",0
"Mesopodopsis slabberi","RMNH.CRUS.E.947",0
"Praunus flexuosus","RMNH.CRUS.E.95",0
"Mesopodopsis slabberi","RMNH.CRUS.E.961",0
"Mesopodopsis slabberi","RMNH.CRUS.E.963",0
"Calanus hyperboreus","RMNH.CRUS.F.1",0
"Mesocyclops oithonoides","RMNH.CRUS.F.10",0
"Laophonte cesaraea","RMNH.CRUS.F.1005",0
"Lernaeenicus encrasicola","RMNH.CRUS.F.1010",1
"Amphiascoides brevifurca","RMNH.CRUS.F.1045",1
"Lernaeopoda bidiscalis","RMNH.CRUS.F.1049",1
"Cecrops latreilli","RMNH.CRUS.F.1051",0
"Pseudodiaptomus cf. aurivillii","RMNH.CRUS.F.1058",1
"Pseudodiaptomus serricaudatus","RMNH.CRUS.F.1059",1
"Pseudodiaptomus masoni","RMNH.CRUS.F.1060",1
"Dinemoura producta","RMNH.CRUS.F.1065",2
"Lernaeocera branchialis","RMNH.CRUS.F.115",0
"Microsetella norvegica","RMNH.CRUS.F.2002",0
"Microsetella norvegica","RMNH.CRUS.F.2004",0
"Ectinosoma diops","RMNH.CRUS.F.2005",2
"Ectinosoma herdmani","RMNH.CRUS.F.2005",2
"Halectinosoma gothiceps","RMNH.CRUS.F.2006",0
"Ascidicola rosea","RMNH.CRUS.F.2295",6
"Ascidicola rosea","RMNH.CRUS.F.2298",4
"Lichomolgus albens","RMNH.CRUS.F.2301",2
"Ascidicola rosea","RMNH.CRUS.F.2303",1
"Notodelphys cf. agilis","RMNH.CRUS.F.2307",1
"Ascidicola rosea","RMNH.CRUS.F.2314",1
"Laophonte spec.","RMNH.CRUS.F.2321",1
"Lepeophtheirus crassus","RMNH.CRUS.F.2322",6
"Lernaea cyprinacea","RMNH.CRUS.F.2344",1
"Mytilicola intestinalis","RMNH.CRUS.F.2348",1
"Mytilicola intestinalis","RMNH.CRUS.F.2350",4
"Sphyrion lumpi","RMNH.CRUS.F.2351",4
"Sphaeronella paradoxa","RMNH.CRUS.F.2360",1
"Cyclopinoides longicornis","RMNH.CRUS.F.2365",2
"Parapontella brevicornis","RMNH.CRUS.F.2367",1
"Acartia clausii","RMNH.CRUS.F.2372",1
"Acartia longiremis","RMNH.CRUS.F.2373",0
"Pennella balaenopterae","RMNH.CRUS.F.2378",1
"Sphaeronella paradoxa","RMNH.CRUS.F.2386",2
"Mytilicola intestinalis","RMNH.CRUS.F.24",0
"Sphaeronella paradoxa","RMNH.CRUS.F.2408",15
"Sphaeronella paradoxa","RMNH.CRUS.F.2409",3
"Lepeophtheirus pectoralis","RMNH.CRUS.F.2433",4
"Acanthochondria cornuta","RMNH.CRUS.F.2440",5
"Acanthochondria cornuta","RMNH.CRUS.F.2442",7
"Lepeophtheirus pectoralis","RMNH.CRUS.F.2448",0
"Acanthochondria cornuta","RMNH.CRUS.F.2469",0
"Lepeophtheirus pectoralis","RMNH.CRUS.F.2488",1
"Acanthochondria cornuta","RMNH.CRUS.F.2507",5
"Lernaeocera lusci","RMNH.CRUS.F.2525",1
"Lernaeocera lusci","RMNH.CRUS.F.2542",1
"Clavella adunca","RMNH.CRUS.F.2550",5
"Bomolochus soleae","RMNH.CRUS.F.2553",1
"Lernaeocera lusci","RMNH.CRUS.F.2565",2
"Lernaeocera branchialis","RMNH.CRUS.F.2573",0
"Clavella adunca","RMNH.CRUS.F.2575",2
"Clavella adunca","RMNH.CRUS.F.2582",4
"Clavella adunca","RMNH.CRUS.F.2604",3
"Lernaeocera cf. branchialis","RMNH.CRUS.F.2618",2
"Clavella adunca","RMNH.CRUS.F.2631",15
"Hatschekia labracis","RMNH.CRUS.F.2633",0
"Clavella adunca","RMNH.CRUS.F.2638",2
"Hatschekia labracis","RMNH.CRUS.F.2655",0
"Hatschekia labracis","RMNH.CRUS.F.2662",1
"Euryte longicauda","RMNH.CRUS.F.2690",1
"Harpacticus flexus","RMNH.CRUS.F.2691",3
"Longipedia coronata","RMNH.CRUS.F.2695",0
"Nicothoe astaci","RMNH.CRUS.F.27",0
"Microarthridion littorale","RMNH.CRUS.F.2704",4
"Ergasilus spec.","RMNH.CRUS.F.2705",15
"Microarthridion littorale","RMNH.CRUS.F.2707",2
"Ascidicola rosea","RMNH.CRUS.F.2715",1
"Ascidicola rosea","RMNH.CRUS.F.2716",16
"Ascidicola rosea","RMNH.CRUS.F.2723",3
"Dichelesthium oblongum","RMNH.CRUS.F.2726",9
"Pseudocharopinus bicaudatus","RMNH.CRUS.F.2747",1
"Pseudocalanus elongatus","RMNH.CRUS.F.2760",1
"Dichelesthium oblongum","RMNH.CRUS.F.2767",0
"Pandarus bicolor","RMNH.CRUS.F.2768",2
"Nemesis lamna","RMNH.CRUS.F.2775",102
"Thersitina gasterostei","RMNH.CRUS.F.2776",0
"Notodelphys allmani","RMNH.CRUS.F.2779",3
"Clavellodes rugosus","RMNH.CRUS.F.2780",4
"Clavellodes rugosus","RMNH.CRUS.F.2781",10
"Lernaea cyprinacea","RMNH.CRUS.F.2789",0
"Tracheliastes polycolpus","RMNH.CRUS.F.2793",3
"Tracheliastes polycolpus","RMNH.CRUS.F.2794",3
"Tracheliastes polycolpus","RMNH.CRUS.F.2797",2
"Tracheliastes polycolpus","RMNH.CRUS.F.2798",1
"Tracheliastes polycolpuus","RMNH.CRUS.F.2799",0
"Nicothoe astaci","RMNH.CRUS.F.28",0
"Tracheliastes polycolpus","RMNH.CRUS.F.2801",3
"Tracheliastes polycolpus","RMNH.CRUS.F.2802",1
"Tracheliastes polycolpus","RMNH.CRUS.F.2804",3
"Lepeophtheirus pectoralis","RMNH.CRUS.F.2805",0
"Caligus elongatus","RMNH.CRUS.F.2806",35
"Chondracanthus lophii","RMNH.CRUS.F.2808",3
"Cymbasoma longispinosum","RMNH.CRUS.F.283",0
"Lernaeenicus sprattae","RMNH.CRUS.F.2836",1
"Pennella balaenoptera","RMNH.CRUS.F.2838",5
"Temora longicornis","RMNH.CRUS.F.284",0
