naturalis_id,species_id
RMNH.CRUS.C.578,6224
RMNH.CRUS.C.694,6224
RMNH.CRUS.C.78,6224
RMNH.CRUS.C.1951,21465
RMNH.CRUS.C.2594,21465
RMNH.CRUS.C.201,7609
RMNH.CRUS.C.203,7609
RMNH.CRUS.C.205,7609
RMNH.CRUS.C.206,7609
ZMA.CRUS.C.100178,7609
RMNH.CRUS.C.51,5844
RMNH.CRUS.D.10089,22954
RMNH.CRUS.D.11738,22954
RMNH.CRUS.D.12557,22954
RMNH.CRUS.D.12558,22954
RMNH.CRUS.D.21014,22954
RMNH.CRUS.D.21035,22954
RMNH.CRUS.D.29460,22954
RMNH.CRUS.D.43764,22954
RMNH.CRUS.D.43780,22954
RMNH.CRUS.D.5703,22954
RMNH.CRUS.D.102,23024
RMNH.CRUS.D.105,23024
RMNH.CRUS.D.11380,23024
RMNH.CRUS.D.16950,23024
RMNH.CRUS.D.17757,23024
RMNH.CRUS.D.4880,23024
RMNH.CRUS.D.4888,23024
ZMA.CRUS.D.100958,23024
RMNH.CRUS.D.10305,13991
RMNH.CRUS.D.1496,13991
RMNH.CRUS.D.21231,13991
RMNH.CRUS.D.22624,13991
RMNH.CRUS.D.55695,13991
RMNH.CRUS.D.10317,3188
RMNH.CRUS.D.10663,3188
RMNH.CRUS.D.4479,3188
RMNH.CRUS.D.5597,3188
ZMA.CRUS.D.100935,3188
ZMA.CRUS.D.102252,3188
RMNH.CRUS.D.10408,25182
RMNH.CRUS.D.46848,25182
RMNH.CRUS.D.47802,25182
RMNH.CRUS.D.7435,25182
ZMA.CRUS.D.100051,25182
ZMA.CRUS.D.100187,25182
ZMA.CRUS.D.100744,25182
ZMA.CRUS.D.100747,25182
ZMA.CRUS.D.100748,25182
ZMA.CRUS.D.100904,25182
RMNH.CRUS.D.10671,9893
RMNH.CRUS.D.28652,9893
RMNH.CRUS.D.36126,9893
RMNH.CRUS.D.40383,9893
RMNH.CRUS.D.10884,9385
RMNH.CRUS.D.16149,9385
RMNH.CRUS.D.35123,9385
RMNH.CRUS.D.46000,9385
RMNH.CRUS.D.46503,9385
ZMA.CRUS.D.100093,9385
RMNH.CRUS.D.12363,23625
RMNH.CRUS.D.36111,23625
RMNH.CRUS.D.982,23625
RMNH.CRUS.D.984,23625
RMNH.CRUS.D.12593,227
RMNH.CRUS.D.12594,227
RMNH.CRUS.D.134503,12751
RMNH.CRUS.D.13498,12751
RMNH.CRUS.D.16320,12751
RMNH.CRUS.D.19214,12751
RMNH.CRUS.D.26323,12751
RMNH.CRUS.D.39688,12751
RMNH.CRUS.D.39996,12751
RMNH.CRUS.D.44448,12751
RMNH.CRUS.D.57703,12751
RMNH.CRUS.D.14503,20930
RMNH.CRUS.D.14781,11668
RMNH.CRUS.D.20090,11668
RMNH.CRUS.D.20092,11668
RMNH.CRUS.D.2363,11668
RMNH.CRUS.D.24572,11668
RMNH.CRUS.D.26724,11668
RMNH.CRUS.D.40721,11668
RMNH.CRUS.D.40741,11668
RMNH.CRUS.D.56195,11668
RMNH.CRUS.D.6939,11668
RMNH.CRUS.D.15096,23688
RMNH.CRUS.D.21861,23688
RMNH.CRUS.D.43965,23688
RMNH.CRUS.D.43973,23688
RMNH.CRUS.D.50710,23688
RMNH.CRUS.D.57815,23688
RMNH.CRUS.D.7682,23688
ZMA.CRUS.D.242321,23688
RMNH.CRUS.D.15423,20896
RMNH.CRUS.D.15424,20896
RMNH.CRUS.D.15435,20896
RMNH.CRUS.D.15436,20896
RMNH.CRUS.D.15439,20896
RMNH.CRUS.D.15441,20896
RMNH.CRUS.D.56041,20896
RMNH.CRUS.D.1572,11038
RMNH.CRUS.D.2500,11038
RMNH.CRUS.D.27189,11038
RMNH.CRUS.D.2825,11038
RMNH.CRUS.D.29622,11038
RMNH.CRUS.D.3705,11038
RMNH.CRUS.D.45192,11038
ZMA.CRUS.D.241662,11038
RMNH.CRUS.D.15766,10135
RMNH.CRUS.D.16304,14714
RMNH.CRUS.D.2545,14714
RMNH.CRUS.D.35266,14714
RMNH.CRUS.D.55612,14714
ZMA.CRUS.D.101425,14714
ZMA.CRUS.D.102253,14714
RMNH.CRUS.D.17006,23885
RMNH.CRUS.D.18724,23885
RMNH.CRUS.D.17046,5305
RMNH.CRUS.D.17984,5305
RMNH.CRUS.D.28042,5305
RMNH.CRUS.D.28046,5305
RMNH.CRUS.D.28047,5305
RMNH.CRUS.D.33308,5305
RMNH.CRUS.D.43825,5305
RMNH.CRUS.D.5689,5305
RMNH.CRUS.D.57803,5305
RMNH.CRUS.D.17401,17170
RMNH.CRUS.D.17427,17170
RMNH.CRUS.D.17440,17170
RMNH.CRUS.D.21916,17170
RMNH.CRUS.D.33779,17170
RMNH.CRUS.D.33780,17170
RMNH.CRUS.D.33786,17170
RMNH.CRUS.D.33791,17170
RMNH.CRUS.D.33792,17170
RMNH.CRUS.D.35328,17170
RMNH.CRUS.D.17442,19760
RMNH.CRUS.D.17925,3236
RMNH.CRUS.D.27486,3236
RMNH.CRUS.D.37209,3236
RMNH.CRUS.D.39923,3236
RMNH.CRUS.D.39938,3236
RMNH.CRUS.D.43635,3236
RMNH.CRUS.D.43643,3236
RMNH.CRUS.D.43645,3236
RMNH.CRUS.D.57657,3236
RMNH.CRUS.D.57659,3236
RMNH.CRUS.D.18067,11198
RMNH.CRUS.D.34152,11198
RMNH.CRUS.D.34161,11198
RMNH.CRUS.D.46244,11198
RMNH.CRUS.D.46266,11198
RMNH.CRUS.D.18103,11199
RMNH.CRUS.D.18124,21030
RMNH.CRUS.D.18209,23896
RMNH.CRUS.D.1908,21027
RMNH.CRUS.D.20173,21027
RMNH.CRUS.D.28249,21027
RMNH.CRUS.D.28250,21027
RMNH.CRUS.D.3567,21027
RMNH.CRUS.D.39204,21027
RMNH.CRUS.D.4791,21027
ZMA.CRUS.D.100062,21027
ZMA.CRUS.D.203910,21027
ZMA.CRUS.D.240671,21027
RMNH.CRUS.D.1919,19396
RMNH.CRUS.D.21253,19396
RMNH.CRUS.D.27142,19396
RMNH.CRUS.D.27360,19396
RMNH.CRUS.D.33282,19396
RMNH.CRUS.D.45686,19396
RMNH.CRUS.D.45688,19396
RMNH.CRUS.D.57204,19396
RMNH.CRUS.D.203,13575
RMNH.CRUS.D.56221,13575
RMNH.CRUS.D.56429,13575
RMNH.CRUS.D.21344,14102
RMNH.CRUS.D.22016,14102
RMNH.CRUS.D.43383,14102
RMNH.CRUS.D.46074,14102
RMNH.CRUS.D.55728,14102
RMNH.CRUS.D.55731,14102
RMNH.CRUS.D.57732,14102
ZMA.CRUS.D.100065,14102
RMNH.CRUS.D.21585,3251
RMNH.CRUS.D.34224,3251
RMNH.CRUS.D.34229,3251
RMNH.CRUS.D.34252,3251
RMNH.CRUS.D.34254,3251
RMNH.CRUS.D.46198,3251
RMNH.CRUS.D.55335,3251
ZMA.CRUS.D.100970,3251
ZMA.CRUS.D.101179,3251
ZMA.CRUS.D.101746,3251
RMNH.CRUS.D.23247,16285
RMNH.CRUS.D.2515,16285
RMNH.CRUS.D.29285,16285
RMNH.CRUS.D.36552,16285
RMNH.CRUS.D.55659,16285
RMNH.CRUS.D.56078,16285
ZMA.CRUS.D.100188,16285
RMNH.CRUS.D.24651,28432
RMNH.CRUS.D.24655,28432
RMNH.CRUS.D.24660,28432
RMNH.CRUS.D.28625,28432
RMNH.CRUS.D.45568,28432
RMNH.CRUS.D.45801,28432
RMNH.CRUS.D.45813,28432
RMNH.CRUS.D.56287,28432
RMNH.CRUS.D.27576,7707
RMNH.CRUS.D.27584,7707
RMNH.CRUS.D.35966,7707
RMNH.CRUS.D.38138,7707
RMNH.CRUS.D.43730,7707
RMNH.CRUS.D.43735,7707
RMNH.CRUS.D.43752,7707
RMNH.CRUS.D.57675,7707
RMNH.CRUS.D.57677,7707
RMNH.CRUS.D.57679,7707
RMNH.CRUS.D.27660,22886
RMNH.CRUS.D.29718,22886
RMNH.CRUS.D.29720,22886
RMNH.CRUS.D.45278,22886
RMNH.CRUS.D.45284,22886
RMNH.CRUS.D.45745,22886
RMNH.CRUS.D.28105,7810
RMNH.CRUS.D.28106,7810
RMNH.CRUS.D.2882,7810
RMNH.CRUS.D.34669,7810
RMNH.CRUS.D.34680,7810
RMNH.CRUS.D.3478,7810
RMNH.CRUS.D.28774,20912
RMNH.CRUS.D.28775,20912
RMNH.CRUS.D.28973,20922
RMNH.CRUS.D.34554,20922
RMNH.CRUS.D.5560,20922
RMNH.CRUS.D.29762,20915
RMNH.CRUS.D.29769,20911
RMNH.CRUS.D.32976,10133
RMNH.CRUS.D.33007,10133
RMNH.CRUS.D.33010,10133
RMNH.CRUS.D.33015,10133
RMNH.CRUS.D.43163,10133
RMNH.CRUS.D.34023,12306
RMNH.CRUS.D.34136,23895
RMNH.CRUS.D.38272,23895
RMNH.CRUS.D.3419,20919
RMNH.CRUS.D.34588,20919
RMNH.CRUS.D.34613,20919
RMNH.CRUS.D.34272,13896
RMNH.CRUS.D.34361,13896
RMNH.CRUS.D.34402,23635
RMNH.CRUS.D.34404,23635
RMNH.CRUS.D.34412,23635
RMNH.CRUS.D.34432,23635
RMNH.CRUS.D.56036,23635
RMNH.CRUS.D.3447,16088
ZMA.CRUS.D.242310,16088
ZMA.CRUS.D.242351,16088
RMNH.CRUS.D.34535,20918
RMNH.CRUS.D.41815,20918
RMNH.CRUS.D.34695,5176
RMNH.CRUS.D.43709,5176
RMNH.CRUS.D.43711,5176
RMNH.CRUS.D.44415,5176
RMNH.CRUS.D.44419,5176
RMNH.CRUS.D.55440,5176
RMNH.CRUS.D.57664,5176
ZMA.CRUS.D.100198,5176
RMNH.CRUS.D.35258,3569
RMNH.CRUS.D.5595,3569
ZMA.CRUS.D.103066,3569
ZMA.CRUS.D.103068,3569
ZMA.CRUS.D.103069,3569
ZMA.CRUS.D.103077,3569
ZMA.CRUS.D.103078,3569
ZMA.CRUS.D.103084,3569
ZMA.CRUS.D.103086,3569
ZMA.CRUS.D.103087,3569
RMNH.CRUS.D.35262,14103
ZMA.CRUS.D.101394,14103
RMNH.CRUS.D.35288,7809
RMNH.CRUS.D.35290,7809
RMNH.CRUS.D.35291,7809
RMNH.CRUS.D.35739,29647
ZMA.CRUS.D.100968,29647
RMNH.CRUS.D.3622,16795
RMNH.CRUS.D.36655,16795
RMNH.CRUS.D.36710,16795
RMNH.CRUS.D.36711,16795
RMNH.CRUS.D.42684,16795
RMNH.CRUS.D.55618,16795
ZMA.CRUS.D.241921,16795
RMNH.CRUS.D.36347,16092
RMNH.CRUS.D.36366,16090
RMNH.CRUS.D.43990,16090
RMNH.CRUS.D.36662,16794
RMNH.CRUS.D.36686,16794
RMNH.CRUS.D.36743,16796
RMNH.CRUS.D.38482,21881
RMNH.CRUS.D.38483,21881
RMNH.CRUS.D.40764,21881
ZMA.CRUS.D.100014,21881
ZMA.CRUS.D.101359,21881
ZMA.CRUS.D.101360,21881
ZMA.CRUS.D.103092,21881
RMNH.CRUS.D.41346,19076
RMNH.CRUS.D.42523,19076
RMNH.CRUS.D.44080,19076
RMNH.CRUS.D.44083,19076
RMNH.CRUS.D.44093,19076
RMNH.CRUS.D.44098,19076
RMNH.CRUS.D.44101,19076
RMNH.CRUS.D.5671,19076
RMNH.CRUS.D.57776,19076
ZMA.CRUS.D.101421,19076
RMNH.CRUS.D.41576,22165
RMNH.CRUS.D.48804,22165
RMNH.CRUS.D.41578,22167
RMNH.CRUS.D.46218,22167
RMNH.CRUS.D.41816,20920
RMNH.CRUS.D.43266,14715
RMNH.CRUS.D.45681,23644
ZMA.CRUS.D.100262,23644
RMNH.CRUS.D.45893,22966
RMNH.CRUS.D.45905,22966
RMNH.CRUS.D.45906,22966
RMNH.CRUS.D.45919,22966
RMNH.CRUS.D.45920,22966
RMNH.CRUS.D.57784,22966
RMNH.CRUS.D.45939,12305
RMNH.CRUS.D.47342,23898
RMNH.CRUS.D.47356,23898
RMNH.CRUS.D.47422,23898
RMNH.CRUS.D.53187,23884
RMNH.CRUS.D.53195,13574
RMNH.CRUS.D.57833,13574
RMNH.CRUS.D.57760,16087
RMNH.CRUS.D.57797,4945
RMNH.CRUS.D.7355,22857
RMNH.CRUS.D.7979,1605
ZMA.CRUS.D.101339,1605
RMNH.CRUS.E.1032,17796
RMNH.CRUS.E.1045,17796
RMNH.CRUS.E.1065,17796
RMNH.CRUS.E.2415,17796
RMNH.CRUS.E.2416,17796
RMNH.CRUS.E.49,17796
RMNH.CRUS.E.947,17796
RMNH.CRUS.E.961,17796
RMNH.CRUS.E.963,17796
ZMA.CRUS.E.241344,17796
RMNH.CRUS.E.1385,12421
RMNH.CRUS.E.1400,12421
RMNH.CRUS.E.1418,12421
RMNH.CRUS.E.1427,12421
RMNH.CRUS.E.1429,12421
RMNH.CRUS.E.1432,12421
RMNH.CRUS.E.1436,12421
RMNH.CRUS.E.1464,12421
RMNH.CRUS.E.598,12421
RMNH.CRUS.E.600,12421
RMNH.CRUS.E.18,18923
RMNH.CRUS.E.2532,18923
ZMA.CRUS.E.241323,18923
ZMA.CRUS.E.241358,18923
RMNH.CRUS.E.2394,15715
RMNH.CRUS.E.2395,15715
RMNH.CRUS.E.2396,15715
RMNH.CRUS.E.2399,15715
RMNH.CRUS.E.3041,15715
RMNH.CRUS.E.2515,13581
RMNH.CRUS.E.3502,13581
ZMA.CRUS.E.204900,13581
RMNH.CRUS.E.2540,14984
ZMA.CRUS.E.241336,14984
RMNH.CRUS.E.2642,11165
RMNH.CRUS.E.2643,11165
RMNH.CRUS.E.2644,11165
RMNH.CRUS.E.2646,11165
RMNH.CRUS.E.2647,11165
RMNH.CRUS.E.2648,11165
RMNH.CRUS.E.3525,11165
RMNH.CRUS.E.7,11165
RMNH.CRUS.E.2703,16461
RMNH.CRUS.E.2705,16461
RMNH.CRUS.E.3477,16461
RMNH.CRUS.E.3514,16461
RMNH.CRUS.E.631,16461
RMNH.CRUS.E.632,16461
RMNH.CRUS.E.2718,13582
RMNH.CRUS.E.2719,13582
RMNH.CRUS.E.2773,13582
RMNH.CRUS.E.9,13582
RMNH.CRUS.E.2806,13764
RMNH.CRUS.E.2808,13764
RMNH.CRUS.E.2944,26371
RMNH.CRUS.E.2958,26371
RMNH.CRUS.E.3000,18922
RMNH.CRUS.E.3004,18922
RMNH.CRUS.E.3006,18922
RMNH.CRUS.E.3012,18922
RMNH.CRUS.E.305,19312
RMNH.CRUS.E.313,19312
RMNH.CRUS.E.329,19312
RMNH.CRUS.E.334,19312
ZMA.CRUS.E.241317,19312
ZMA.CRUS.E.241382,19312
ZMA.CRUS.E.241399,19312
ZMA.CRUS.E.241402,19312
RMNH.CRUS.E.351,23762
RMNH.CRUS.E.355,23762
RMNH.CRUS.E.383,23762
RMNH.CRUS.E.390,23762
RMNH.CRUS.E.817,23762
RMNH.CRUS.E.831,23762
RMNH.CRUS.E.851,23762
RMNH.CRUS.E.859,23762
RMNH.CRUS.E.95,23762
RMNH.CRUS.E.449,13580
RMNH.CRUS.E.627,13580
RMNH.CRUS.F.1049,15777
RMNH.CRUS.F.4401,15777
RMNH.CRUS.F.4402,15777
ZMA.CRUS.F.100077,15777
RMNH.CRUS.F.1065,9320
RMNH.CRUS.F.801,9320
RMNH.CRUS.F.115,15774
RMNH.CRUS.F.2573,15774
RMNH.CRUS.F.4522,15774
ZMA.CRUS.F.102916,15774
ZMA.CRUS.F.102918,15774
RMNH.CRUS.F.2002,18200
RMNH.CRUS.F.2004,18200
RMNH.CRUS.F.2006,13146
RMNH.CRUS.F.2295,3100
RMNH.CRUS.F.2298,3100
RMNH.CRUS.F.2303,3100
RMNH.CRUS.F.2314,3100
RMNH.CRUS.F.2715,3100
RMNH.CRUS.F.2716,3100
RMNH.CRUS.F.2723,3100
RMNH.CRUS.F.4110,3100
RMNH.CRUS.F.4114,3100
RMNH.CRUS.F.4115,3100
RMNH.CRUS.F.2344,15771
RMNH.CRUS.F.2789,15771
RMNH.CRUS.F.2348,18945
RMNH.CRUS.F.2350,18945
RMNH.CRUS.F.24,18945
ZMA.CRUS.F.100079,18945
ZMA.CRUS.F.100124,18945
ZMA.CRUS.F.100125,18945
ZMA.CRUS.F.100127,18945
RMNH.CRUS.F.2351,26688
RMNH.CRUS.F.4556,26688
ZMA.CRUS.F.101125,26688
RMNH.CRUS.F.2360,26624
RMNH.CRUS.F.2386,26624
RMNH.CRUS.F.2408,26624
RMNH.CRUS.F.2409,26624
RMNH.CRUS.F.2367,21256
RMNH.CRUS.F.2373,123
RMNH.CRUS.F.369,123
RMNH.CRUS.F.3850,123
RMNH.CRUS.F.2433,15627
RMNH.CRUS.F.2448,15627
RMNH.CRUS.F.2488,15627
RMNH.CRUS.F.2805,15627
RMNH.CRUS.F.4126,15627
RMNH.CRUS.F.4130,15627
RMNH.CRUS.F.4131,15627
RMNH.CRUS.F.4287,15627
RMNH.CRUS.F.2440,89
RMNH.CRUS.F.2442,89
RMNH.CRUS.F.2469,89
RMNH.CRUS.F.2507,89
RMNH.CRUS.F.4455,89
RMNH.CRUS.F.2525,15775
RMNH.CRUS.F.2542,15775
RMNH.CRUS.F.2565,15775
ZMA.V.AS.198.1,15775
RMNH.CRUS.F.2550,6874
RMNH.CRUS.F.2575,6874
RMNH.CRUS.F.2582,6874
RMNH.CRUS.F.2604,6874
RMNH.CRUS.F.2631,6874
RMNH.CRUS.F.2638,6874
RMNH.CRUS.F.4378,6874
RMNH.CRUS.F.2553,4282
RMNH.CRUS.F.3939,4282
ZMA.CRUS.F.100904,4282
ZMA.CRUS.P.1313,4282
RMNH.CRUS.F.2690,11686
ZMA.CRUS.F.100533,11686
ZMA.CRUS.F.100668,11686
ZMA.CRUS.F.100669,11686
ZMA.CRUS.F.100673,11686
ZMA.CRUS.F.200335,11686
ZMA.CRUS.P.6383,11686
ZMA.CRUS.P.6388,11686
RMNH.CRUS.F.2691,13326
ZMA.CRUS.F.101176,13326
ZMA.CRUS.P.6389,13326
RMNH.CRUS.F.2695,16410
RMNH.CRUS.F.27,19511
RMNH.CRUS.F.28,19511
RMNH.CRUS.F.3840,19511
ZMA.CRUS.F.100041,19511
ZMA.CRUS.F.100840,19511
RMNH.CRUS.F.2704,18019
RMNH.CRUS.F.2707,18019
ZMA.CRUS.F.101177,18019
RMNH.CRUS.F.2726,9143
RMNH.CRUS.F.2767,9143
RMNH.CRUS.F.4502,9143
RMNH.CRUS.F.2747,24291
RMNH.CRUS.F.2760,24277
RMNH.CRUS.F.2949,24277
RMNH.CRUS.F.2950,24277
RMNH.CRUS.F.2951,24277
RMNH.CRUS.F.2954,24277
RMNH.CRUS.F.2957,24277
RMNH.CRUS.F.2960,24277
RMNH.CRUS.F.488,24277
ZMA.CRUS.F.101168,24277
RMNH.CRUS.F.2768,21031
RMNH.CRUS.F.4327,21031
RMNH.CRUS.F.4334,21031
RMNH.CRUS.F.4335,21031
RMNH.CRUS.F.4342,21031
RMNH.CRUS.F.4344,21031
RMNH.CRUS.F.4347,21031
RMNH.CRUS.F.4348,21031
RMNH.CRUS.F.4351,21031
RMNH.CRUS.F.4352,21031
RMNH.CRUS.F.2776,28430
RMNH.CRUS.F.2780,6878
RMNH.CRUS.F.2781,6878
RMNH.CRUS.F.4399,6878
RMNH.CRUS.F.4400,6878
RMNH.CRUS.F.2793,28826
RMNH.CRUS.F.2794,28826
RMNH.CRUS.F.2797,28826
RMNH.CRUS.F.2798,28826
RMNH.CRUS.F.2801,28826
RMNH.CRUS.F.2802,28826
RMNH.CRUS.F.2804,28826
RMNH.CRUS.F.4443,28826
RMNH.CRUS.F.2806,4912
RMNH.CRUS.F.2808,6389
RMNH.CRUS.F.4478,6389
RMNH.CRUS.F.4479,6389
RMNH.CRUS.F.4481,6389
RMNH.CRUS.F.4484,6389
RMNH.CRUS.F.4485,6389
RMNH.CRUS.F.2836,15773
RMNH.CRUS.F.2840,15773
RMNH.CRUS.F.2842,15773
RMNH.CRUS.F.4172,15773
RMNH.CRUS.F.4174,15773
RMNH.CRUS.F.4175,15773
RMNH.CRUS.F.2838,21697
RMNH.CRUS.F.4546,21697
RMNH.CRUS.F.4547,21697
RMNH.CRUS.F.4548,21697
RMNH.CRUS.F.4549,21697
RMNH.CRUS.F.4550,21697
RMNH.CRUS.F.2845,5503
RMNH.CRUS.F.2867,4872
RMNH.CRUS.F.524,4872
RMNH.CRUS.F.534,4872
RMNH.CRUS.F.539,4872
RMNH.CRUS.F.545,4872
RMNH.CRUS.F.556,4872
RMNH.CRUS.F.558,4872
ZMA.CRUS.F.101167,4872
RMNH.CRUS.F.288,1289
RMNH.CRUS.F.4051,1289
RMNH.CRUS.F.291,13724
ZMA.CRUS.P.1033,13724
ZMA.CRUS.P.1034,13724
ZMA.CRUS.P.1035,13724
ZMA.CRUS.P.1036,13724
RMNH.CRUS.F.293,14800
RMNH.CRUS.F.3594,14800
RMNH.CRUS.F.3590,5555
RMNH.CRUS.F.756,5555
RMNH.CRUS.F.771,5555
RMNH.CRUS.F.3732,15105
RMNH.CRUS.F.3740,120
RMNH.CRUS.F.3744,120
RMNH.CRUS.F.3767,1976
RMNH.CRUS.F.3774,1976
RMNH.CRUS.F.495,1976
RMNH.CRUS.F.497,1976
RMNH.CRUS.F.501,1976
RMNH.CRUS.F.502,1976
RMNH.CRUS.F.503,1976
RMNH.CRUS.F.506,1976
RMNH.CRUS.F.512,1976
RMNH.CRUS.F.513,1976
RMNH.CRUS.F.3783,20007
RMNH.CRUS.F.437,20007
RMNH.CRUS.F.438,20007
ZMA.CRUS.F.101165,20007
RMNH.CRUS.F.3784,20006
RMNH.CRUS.F.3786,8383
RMNH.CRUS.F.3787,8383
ZMA.CRUS.P.6314,8383
RMNH.CRUS.F.3835,11337
RMNH.CRUS.F.3854,124
RMNH.CRUS.F.3871,100
RMNH.CRUS.F.3872,100
RMNH.CRUS.F.3873,100
RMNH.CRUS.F.3883,25980
RMNH.CRUS.F.3884,25980
RMNH.CRUS.F.3885,25980
ZMA.CRUS.F.100489,25980
ZMA.CRUS.F.101054,25980
ZMA.CRUS.F.101055,25980
ZMA.CRUS.F.101056,25980
ZMA.CRUS.P.6739,25980
ZMA.CRUS.P.6743,25980
RMNH.CRUS.F.3912,5177
RMNH.CRUS.F.3913,5177
ZMA.CRUS.F.100529,5177
ZMA.CRUS.F.100885,5177
RMNH.CRUS.F.3955,24240
RMNH.CRUS.F.4020,5212
ZMA.CRUS.F.100042,5212
ZMA.CRUS.F.100043,5212
ZMA.CRUS.F.100054,5212
ZMA.CRUS.F.100907,5212
ZMA.CRUS.F.100908,5212
ZMA.CRUS.F.101173,5212
RMNH.CRUS.F.4025,27406
RMNH.CRUS.F.4026,27406
RMNH.CRUS.F.4028,27406
RMNH.CRUS.F.4034,27406
ZMA.CRUS.F.100047,27406
ZMA.CRUS.F.100049,27406
ZMA.CRUS.F.100050,27406
ZMA.CRUS.F.100531,27406
ZMA.CRUS.F.100906,27406
ZMA.CRUS.P.6779,27406
RMNH.CRUS.F.4037,11772
RMNH.CRUS.F.4038,11772
RMNH.CRUS.F.4039,11772
RMNH.CRUS.F.4040,11772
RMNH.CRUS.F.4041,11772
ZMA.CRUS.F.100142,11772
ZMA.CRUS.F.100143,11772
ZMA.CRUS.P.1015,11772
ZMA.CRUS.P.1016,11772
RMNH.CRUS.F.4048,27731
RMNH.CRUS.F.4049,27731
RMNH.CRUS.F.4050,27731
RMNH.CRUS.F.4052,28309
ZMA.CRUS.F.100051,28309
ZMA.CRUS.F.100059,28309
ZMA.CRUS.P.6784,28309
ZMA.CRUS.P.6785,28309
ZMA.CRUS.P.6794,28309
RMNH.CRUS.F.4062,1495
RMNH.CRUS.F.4076,19551
RMNH.CRUS.F.4077,19551
RMNH.CRUS.F.4078,4673
RMNH.CRUS.F.4079,4673
RMNH.CRUS.F.4081,10782
RMNH.CRUS.F.4151,4910
RMNH.CRUS.F.4154,4910
RMNH.CRUS.F.4182,29257
RMNH.CRUS.F.4183,29257
RMNH.CRUS.F.4184,29257
RMNH.CRUS.F.4185,29257
RMNH.CRUS.F.4268,25824
RMNH.CRUS.F.4305,22273
RMNH.CRUS.F.4306,22273
RMNH.CRUS.F.4307,22273
RMNH.CRUS.F.4308,22273
RMNH.CRUS.F.4309,22273
RMNH.CRUS.F.4310,22273
RMNH.CRUS.F.4324,10197
RMNH.CRUS.F.4325,10197
RMNH.CRUS.F.4326,10197
RMNH.CRUS.F.4354,28876
ZMA.CRUS.F.100073,28876
RMNH.CRUS.F.4355,1078
RMNH.CRUS.F.4367,4353
RMNH.CRUS.F.4390,6877
RMNH.CRUS.F.4391,6877
RMNH.CRUS.F.4392,6877
RMNH.CRUS.F.4393,6877
RMNH.CRUS.F.4394,6877
RMNH.CRUS.F.4395,6877
RMNH.CRUS.F.4396,6877
RMNH.CRUS.F.4397,6877
RMNH.CRUS.F.4404,15778
ZMA.CRUS.F.100010,15778
ZMA.CRUS.F.100011,15778
ZMA.CRUS.F.100014,15778
ZMA.CRUS.F.100027,15778
RMNH.CRUS.F.4439,21089
RMNH.CRUS.F.4440,21089
RMNH.CRUS.F.4441,20096
RMNH.CRUS.F.4444,2161
RMNH.CRUS.F.4445,2161
RMNH.CRUS.F.4446,2161
RMNH.CRUS.F.4447,2161
RMNH.CRUS.F.4448,2161
RMNH.CRUS.F.4449,7378
RMNH.CRUS.F.4466,90
RMNH.CRUS.F.4469,90
ZMA.CRUS.F.100022,90
RMNH.CRUS.F.4487,6390
RMNH.CRUS.F.4491,6392
RMNH.CRUS.F.4493,6392
RMNH.CRUS.F.4494,6392
RMNH.CRUS.F.4497,15781
RMNH.CRUS.F.4503,13379
RMNH.CRUS.F.4504,13379
RMNH.CRUS.F.7,8388
RMNH.CRUS.F.802,21698
RMNH.CRUS.G.107,19068
RMNH.CRUS.G.121,19068
RMNH.CRUS.G.124,19068
RMNH.CRUS.G.126,19068
RMNH.CRUS.G.17,19068
RMNH.CRUS.G.20,19068
RMNH.CRUS.G.26,19068
RMNH.CRUS.G.27,19068
RMNH.CRUS.G.32,19068
RMNH.CRUS.G.40,19068
RMNH.CRUS.I.1020,7568
RMNH.CRUS.I.1021,7568
RMNH.CRUS.I.1023,7568
RMNH.CRUS.I.1025,7568
RMNH.CRUS.I.1564,7568
RMNH.CRUS.I.1773,7568
RMNH.CRUS.I.7775,7568
RMNH.CRUS.I.937,7568
ZMA.CRUS.I.100021,7568
ZMA.CRUS.I.100243,7568
RMNH.CRUS.I.1062,23049
RMNH.CRUS.I.3063,23049
RMNH.CRUS.I.3726,23049
RMNH.CRUS.I.3731,23049
RMNH.CRUS.I.3743,23049
RMNH.CRUS.I.3746,23049
RMNH.CRUS.I.3754,23049
RMNH.CRUS.I.406,23049
RMNH.CRUS.I.523,23049
RMNH.CRUS.I.1077,3187
RMNH.CRUS.I.1078,3187
RMNH.CRUS.I.1816,3187
RMNH.CRUS.I.1818,3187
RMNH.CRUS.I.1820,3187
RMNH.CRUS.I.1821,3187
RMNH.CRUS.I.1823,3187
RMNH.CRUS.I.6044,3187
RMNH.CRUS.I.6046,3187
RMNH.CRUS.I.7072,3187
RMNH.CRUS.I.1089,11661
RMNH.CRUS.I.3455,11661
RMNH.CRUS.I.3472,11661
RMNH.CRUS.I.3474,11661
RMNH.CRUS.I.3476,11661
ZMA.CRUS.I.100140,11661
ZMA.CRUS.I.100143,11661
RMNH.CRUS.I.1185,15909
RMNH.CRUS.I.1515,15909
RMNH.CRUS.I.1794,15909
RMNH.CRUS.I.1797,15909
RMNH.CRUS.I.3646,15909
RMNH.CRUS.I.3676,15909
RMNH.CRUS.I.439,15909
RMNH.CRUS.I.5730,15909
RMNH.CRUS.I.7308,15909
RMNH.CRUS.I.1284,2973
RMNH.CRUS.I.6316,2973
