species_marker_id,database_id,species_id,bin_uri,sequence_id,genbank_accession,marker_id
0,1,38,BOLD:AAB6066,4432070,KX049096,2
1,1,38,BOLD:AAB6066,4432071,KX048890,2
2,1,39,BOLD:AAC8312,4431796,KX048338,2
3,1,39,BOLD:AAC8312,4432069,KX049801,2
4,1,39,BOLD:AAC8312,4432068,KX049064,2
5,1,39,BOLD:AAC8312,4432292,KX048732,2
6,1,39,BOLD:AAC8312,4432067,KX049447,2
7,1,39,BOLD:AAC8312,4468561,KX049823,2
8,1,131,BOLD:ABX6076,4016046,KF946552,2
9,1,131,BOLD:ABX6076,4015861,KF946551,2
10,1,132,BOLD:AAB5171,4015959,KF946556,2
11,1,132,BOLD:AAB5171,4016077,KF946553,2
12,1,132,BOLD:AAB5171,4016012,KF946555,2
13,1,132,BOLD:AAB5171,4015901,KF946562,2
14,1,132,BOLD:AAB5171,4015996,KF946560,2
15,1,132,BOLD:AAB5171,4016017,KF946563,2
16,1,132,BOLD:AAB5171,4016035,KF946559,2
17,1,132,BOLD:AAB5171,4015964,KF946557,2
18,1,132,BOLD:AAB5171,4016073,KF946554,2
19,1,132,BOLD:AAB5171,4016061,KF946558,2
20,1,132,BOLD:AAB5171,4015937,KF946561,2
21,1,214,BOLD:AAJ6643,9728851,KY610214,2
22,1,214,BOLD:AAJ6643,9728850,KY610213,2
23,1,214,BOLD:AAJ6643,9728848,KY610211,2
24,1,214,BOLD:AAJ6643,9728847,KY610210,2
25,1,214,BOLD:AAJ6643,9728852,KY610215,2
26,1,214,BOLD:AAJ6643,9728849,KY610212,2
27,1,242,BOLD:ABX5484,4431752,KX047778,2
28,1,242,BOLD:ABX5484,4431751,KX050125,2
29,1,242,BOLD:ABX5484,4431753,KX048967,2
30,1,289,BOLD:AAA8796,4432198,KX048962,2
31,1,339,BOLD:AAD8752,4432076,KX048366,2
32,1,354,BOLD:AAC4724,4015921,KF946564,2
33,1,354,BOLD:AAC4724,4015841,KF946565,2
34,1,355,BOLD:AAD3886,4015848,KF946568,2
35,1,355,BOLD:AAD3886,4015819,KF946569,2
36,1,355,BOLD:AAD3886,4015840,KF946566,2
37,1,355,BOLD:AAD3886,4015915,KF946567,2
38,1,356,BOLD:AAC7604,4016030,KF946573,2
39,1,356,BOLD:AAC7604,4015827,KF946575,2
40,1,356,BOLD:AAC7604,4015785,KF946577,2
41,1,356,BOLD:AAC7604,4015853,KF946576,2
42,1,356,BOLD:AAC7604,4015956,KF946574,2
43,1,356,BOLD:AAC7604,4016019,KF946571,2
44,1,356,BOLD:AAC7604,4015830,KF946570,2
45,1,356,BOLD:AAC7604,4016043,KF946572,2
46,1,384,BOLD:AAB3300,4444195,KX047677,2
47,1,445,BOLD:ACH2127,6131844,KX844495,2
48,1,526,BOLD:AAF0847,4432236,KX050155,2
49,1,579,BOLD:ADC1189,12291923,MN102102,2
50,1,585,BOLD:AAA7067,8012427,MK403275,2
51,1,585,BOLD:AAA7067,8012374,MK403261,2
52,1,585,BOLD:AAA7067,8012422,MK403237,2
53,1,585,BOLD:AAA7067,8012368,MK403047,2
54,1,585,BOLD:AAA7067,8012381,MK403115,2
55,1,585,BOLD:AAA7067,8012400,MK403520,2
56,1,585,BOLD:AAA7067,8012407,MK403064,2
57,1,585,BOLD:AAA7067,8012380,MK403546,2
58,1,585,BOLD:AAA7067,8012351,MK403188,2
59,1,585,BOLD:AAA7067,8012387,MK403543,2
60,1,593,BOLD:AAB7660,4016040,KF946580,2
61,1,593,BOLD:AAB7660,4016027,KF946579,2
62,1,593,BOLD:AAB7660,4016031,KF946578,2
63,1,593,BOLD:AAB7660,4015858,KF946581,2
64,1,609,BOLD:AAC9600,6863548,KF317852,2
65,1,609,BOLD:AAC9600,6863549,KF317853,2
66,1,609,BOLD:AAC9600,6863550,KF317854,2
67,1,609,BOLD:AAC9600,6863551,KF317855,2
68,1,660,BOLD:AAJ1281,5275979,KF369596,3
69,1,660,BOLD:AAJ1281,5227225,KF369278,2
70,1,678,BOLD:AAP7561,4432467,KX048337,2
71,1,715,BOLD:AAB9919,4432378,KX049093,2
72,1,800,BOLD:AAC7415,4432291,KX048976,2
73,1,874,BOLD:AAE6869,4443473,KX049989,2
74,1,882,BOLD:AAD6457,4431977,KX049215,2
75,1,882,BOLD:AAD6457,4431976,KX049429,2
76,1,884,BOLD:AAC0283,4443457,KX049396,2
77,1,948,BOLD:AAB9113,4444202,KX050027,2
78,1,948,BOLD:AAB9113,4444203,KX048471,2
79,1,948,BOLD:AAB9113,4444204,KX049918,2
80,1,954,BOLD:AAD1898,4432278,KX048853,2
81,1,954,BOLD:AAD1898,4432277,KX047955,2
82,1,954,BOLD:AAD1898,4432046,KX049211,2
83,1,1015,BOLD:AAB4067,4016003,KF946583,2
84,1,1015,BOLD:AAB4067,4015990,KF946584,2
85,1,1015,BOLD:AAB4067,4015910,KF946586,2
86,1,1015,BOLD:AAB4067,4015998,KF946585,2
87,1,1015,BOLD:AAB4067,4015973,KF946582,2
88,1,1039,BOLD:AAC3136,4432196,KX048883,2
89,1,1039,BOLD:AAC3136,4432091,KX048981,2
90,1,1039,BOLD:AAC3136,4432095,KX048907,2
91,1,1039,BOLD:AAC3136,4432096,KX049364,2
92,1,1039,BOLD:AAC3136,4432092,KX049666,2
93,1,1039,BOLD:AAC3136,4432197,KX049728,2
94,1,1039,BOLD:AAC3136,4432094,KX049575,2
95,1,1039,BOLD:AAC3136,4432093,KX048548,2
96,1,1039,BOLD:AAC3136,4432195,KX049138,2
97,1,1159,BOLD:AAC3044,4015843,KF946589,2
98,1,1159,BOLD:AAC3044,4015794,KF946587,2
99,1,1159,BOLD:AAC3044,4015864,KF946588,2
100,1,1301,BOLD:AAD4822,4468544,KX048235,2
101,1,1518,BOLD:AAY9658,4809842,JX460938,2
102,1,1518,BOLD:AAY9658,4079206,JX495652,2
103,1,1524,BOLD:AAC7752,4432288,KX047711,2
104,1,1524,BOLD:AAC7752,4432287,KX047660,2
105,1,1524,BOLD:AAC7752,4432286,KX048099,2
106,1,1529,BOLD:AAB4107,4432061,KX048056,2
107,1,1672,BOLD:AAB5009,4016069,KF946590,2
108,1,1718,BOLD:ADW4675,11758463,KT587879,2
109,1,2094,BOLD:AAY8402,5276355,KJ837945,2
110,1,2185,BOLD:AAC2529,4015905,KF946592,2
111,1,2185,BOLD:AAC2529,4015773,KF946593,2
112,1,2186,BOLD:AAD2400,7219634,KF946594,2
113,1,2267,BOLD:AAD3064,4443529,KX047912,2
114,1,2602,BOLD:AAE0804,4431975,KX049799,2
115,1,2616,BOLD:ABZ6958,4432448,KX048633,2
116,1,2616,BOLD:ABZ6958,4432449,KX048319,2
117,1,2735,BOLD:AAD2227,4015746,KF946595,2
118,1,2809,BOLD:AAD6710,4432192,KX048765,2
119,1,2810,BOLD:AAB5839,4432126,KX048723,2
120,1,2810,BOLD:AAB5839,4432193,KX049119,2
121,1,2812,BOLD:AAC0366,4432121,KX048350,2
122,1,2812,BOLD:AAC0366,4432119,KX049432,2
123,1,2812,BOLD:AAC0366,4432123,KX048585,2
124,1,2812,BOLD:AAC0366,4432122,KX049445,2
125,1,2812,BOLD:AAC0366,4432190,KX049227,2
126,1,2812,BOLD:AAC0366,4432118,KX048038,2
127,1,2812,BOLD:AAC0366,4432120,KX047972,2
128,1,2822,BOLD:AAA8530,4432298,KX048504,2
129,1,2822,BOLD:AAA8530,4432296,KX048322,2
130,1,2822,BOLD:AAA8530,4432297,KX047607,2
131,1,2844,BOLD:AAB3738,7219637,KF946597,2
132,1,2844,BOLD:AAB3738,7219636,KF946596,2
133,1,2844,BOLD:AAB3738,2519662,JN801267,2
134,1,2887,BOLD:AAJ1655,5442711,KC194811,2
135,1,2887,BOLD:AAJ1655,5442709,KC194813,2
136,1,2887,BOLD:AAJ1655,5442708,KC194814,2
137,1,2887,BOLD:AAJ1655,5442710,KC194812,2
138,1,2910,BOLD:AAD9604,4431930,KX047654,2
139,1,2910,BOLD:AAD9604,4432481,KX047712,2
140,1,2910,BOLD:AAD9604,4432480,KX049204,2
141,1,2910,BOLD:AAD9604,4432170,KX049274,2
142,1,2910,BOLD:AAD9604,4431931,KX049867,2
143,1,2910,BOLD:AAD9604,4432231,KX048075,2
144,1,2918,BOLD:AAA8888,4432233,KX049646,2
145,1,2918,BOLD:AAA8888,4432351,KX047603,2
146,1,2918,BOLD:AAA8888,4432479,KX047976,2
147,1,2918,BOLD:AAA8888,4432478,KX048683,2
148,1,2918,BOLD:AAA8888,4432477,KX048010,2
149,1,2918,BOLD:AAA8888,4432475,KX050077,2
150,1,2918,BOLD:AAA8888,4432476,KX049790,2
151,1,2930,BOLD:AAE6255,4468581,KX048287,2
152,1,2930,BOLD:AAE6255,4468582,KX050096,2
153,1,2930,BOLD:AAE6255,4431932,KX048098,2
154,1,2930,BOLD:AAE6255,4432169,KX048599,2
155,1,2932,BOLD:AAE6257,4432235,KX049656,2
156,1,2932,BOLD:AAE6257,4432234,KX049323,2
157,1,3129,BOLD:AAA1996,3153387,DQ144845,2
158,1,3129,BOLD:AAA1998,3153381,DQ144851,2
159,1,3129,BOLD:ADZ1377,3153380,DQ144852,2
160,1,3129,BOLD:AAA1996,3153388,DQ144844,2
161,1,3132,BOLD:AAB6044,4016057,KF946598,2
162,1,3133,BOLD:AAB3805,4016051,KF946600,2
163,1,3133,BOLD:AAB3805,7219639,KF946599,2
164,1,3133,BOLD:AAB3805,4015963,KF946601,2
165,1,3165,BOLD:AAD1923,4431928,KX047662,2
166,1,3165,BOLD:AAD1923,4468570,KX049305,2
167,1,3165,BOLD:AAD1923,4432428,KX048091,2
168,1,3550,BOLD:AAC2226,9720870,KP728326,2
169,1,3550,BOLD:AAC2226,9720871,KP728327,2
170,1,3550,BOLD:AAC2226,9720898,KP728364,2
171,1,3550,BOLD:AAC2226,9720844,KP728290,2
172,1,3550,BOLD:AAC2226,9720892,KP728356,2
173,1,3550,BOLD:AAC2226,11723613,KP728374,2
174,1,3550,BOLD:AAC2226,11723605,KP728343,2
175,1,3550,BOLD:AAC2226,11723604,KP728340,2
176,1,3550,BOLD:AAC2226,9720864,KP728315,2
177,1,3550,BOLD:AAC2226,9720876,KP728334,2
178,1,3550,BOLD:AAC2226,9720851,KP728297,2
179,1,3550,BOLD:AAC2226,11723611,KP728367,2
180,1,3550,BOLD:AAC2226,9720855,KP728305,2
181,1,3550,BOLD:AAC2226,9720848,KP728294,2
182,1,3550,BOLD:AAC2226,11723606,KP728344,2
183,1,3550,BOLD:AAC2226,11723607,KP728345,2
184,1,3550,BOLD:AAC2226,9720850,KP728296,2
185,1,3550,BOLD:AAC2226,9720889,KP728353,2
186,1,3550,BOLD:AAC2226,9720852,KP728299,2
187,1,3550,BOLD:AAC2226,11723601,KP728330,2
188,1,3550,BOLD:AAC2226,9720853,KP728300,2
189,1,3550,BOLD:AAC2226,9720883,KP728347,2
190,1,3550,BOLD:AAC2226,9720885,KP728349,2
191,1,3550,BOLD:AAC2226,9720874,KP728332,2
192,1,3550,BOLD:AAC2226,11723600,KP728328,2
193,1,3550,BOLD:AAC2226,9720849,KP728295,2
194,1,3550,BOLD:AAC2226,11723593,KP728304,2
195,1,3550,BOLD:AAC2226,11723614,KP728375,2
196,1,3550,BOLD:AAC2226,9720900,KP728368,2
197,1,3550,BOLD:AAC2226,9720872,KP728329,2
198,1,3550,BOLD:AAC2226,9720881,KP728342,2
199,1,3550,BOLD:AAC2226,9720877,KP728336,2
200,1,3550,BOLD:AAC2226,9720839,KP728284,2
201,1,3550,BOLD:AAC2226,9720875,KP728333,2
202,1,3550,BOLD:AAC2226,9720842,KP728288,2
203,1,3550,BOLD:AAC2226,9720841,KP728286,2
204,1,3550,BOLD:AAC2226,9720880,KP728341,2
205,1,3550,BOLD:AAC2226,9720896,KP728362,2
206,1,3550,BOLD:AAC2226,11723599,KP728325,2
207,1,3550,BOLD:AAC2226,9720890,KP728354,2
208,1,3550,BOLD:AAC2226,9720869,KP728322,2
209,1,3550,BOLD:AAC2226,9720847,KP728293,2
210,1,3550,BOLD:AAC2226,9720857,KP728307,2
211,1,3550,BOLD:AAC2226,11723608,KP728357,2
212,1,3550,BOLD:AAC2226,11723597,KP728323,2
213,1,3550,BOLD:AAC2226,11723589,KP728287,2
214,1,3550,BOLD:AAC2226,9720843,KP728289,2
215,1,3550,BOLD:AAC2226,9720840,KP728285,2
216,1,3550,BOLD:AAC2226,9720868,KP728321,2
217,1,3550,BOLD:AAC2226,9720856,KP728306,2
218,1,3550,BOLD:AAC2226,11723612,KP728369,2
219,1,3550,BOLD:AAC2226,9720865,KP728316,2
220,1,3550,BOLD:AAC2226,9720888,KP728352,2
221,1,3550,BOLD:AAC2226,9720861,KP728312,2
222,1,3550,BOLD:AAC2226,9720873,KP728331,2
223,1,3550,BOLD:AAC2226,9720895,KP728361,2
224,1,3550,BOLD:AAC2226,9720882,KP728346,2
225,1,3577,BOLD:AAB4345,10711050,MF679375,2
226,1,3577,BOLD:AAB4345,10711061,MF679386,2
227,1,3577,BOLD:AAB4345,10711058,MF679383,2
228,1,3577,BOLD:AAB4345,10711055,MF679380,2
229,1,3577,BOLD:AAB4345,10711048,MF679373,2
230,1,3577,BOLD:AAB4345,10710898,MF679223,2
231,1,3577,BOLD:AAB4345,10711015,MF679340,2
232,1,3577,BOLD:AAB4345,10710993,MF679318,2
233,1,3577,BOLD:AAB4345,10710991,MF679316,2
234,1,3577,BOLD:AAB4345,10711193,MF679518,2
235,1,3577,BOLD:AAB4345,10711187,MF679512,2
236,1,3577,BOLD:AAB4345,10710908,MF679233,2
237,1,3577,BOLD:AAB4345,10711037,MF679362,2
238,1,3577,BOLD:AAB4345,4432064,KX048022,2
239,1,3577,BOLD:AAB4345,10711119,MF679444,2
240,1,3577,BOLD:AAB4345,10711152,MF679477,2
241,1,3577,BOLD:AAB4345,10711191,MF679516,2
242,1,3577,BOLD:AAB4345,10711126,MF679451,2
243,1,3577,BOLD:AAB4345,10710902,MF679227,2
244,1,3577,BOLD:AAB4345,10711123,MF679448,2
245,1,3577,BOLD:AAB4345,10711091,MF679416,2
246,1,3577,BOLD:AAB4345,10711089,MF679414,2
247,1,3577,BOLD:AAB4345,10711079,MF679404,2
248,1,3577,BOLD:AAB4345,10711069,MF679394,2
249,1,3577,BOLD:AAB4345,10711067,MF679392,2
250,1,3577,BOLD:AAB4345,10711063,MF679388,2
251,1,3577,BOLD:AAB4345,10710977,MF679302,2
252,1,3577,BOLD:AAB4345,10711189,MF679514,2
253,1,3577,BOLD:AAB4345,4432065,KX048856,2
254,1,3577,BOLD:AAB4345,10710976,MF679301,2
255,1,3577,BOLD:AAB4345,10711131,MF679456,2
256,1,3577,BOLD:AAB4345,10710959,MF679284,2
257,1,3577,BOLD:AAB4345,10711118,MF679443,2
258,1,3577,BOLD:AAB4345,10711075,MF679400,2
259,1,3577,BOLD:AAB4345,10711065,MF679390,2
260,1,3577,BOLD:AAB4345,10711060,MF679385,2
261,1,3577,BOLD:AAB4345,10710955,MF679280,2
262,1,3577,BOLD:AAB4345,10710966,MF679291,2
263,1,3577,BOLD:AAB4345,10710970,MF679295,2
264,1,3577,BOLD:AAB4345,10710974,MF679299,2
265,1,3577,BOLD:AAB4345,10710981,MF679306,2
266,1,3577,BOLD:AAB4345,10710982,MF679307,2
267,1,3577,BOLD:AAB4345,10710988,MF679313,2
268,1,3577,BOLD:AAB4345,10711167,MF679492,2
269,1,3577,BOLD:AAB4345,10711162,MF679487,2
270,1,3577,BOLD:AAB4345,10711143,MF679468,2
271,1,3577,BOLD:AAB4345,10710960,MF679285,2
272,1,3577,BOLD:AAB4345,10711141,MF679466,2
273,1,3577,BOLD:AAB4345,10711132,MF679457,2
274,1,3577,BOLD:AAB4345,10710904,MF679229,2
275,1,3577,BOLD:AAB4345,10711025,MF679350,2
276,1,3577,BOLD:AAB4345,10711100,MF679425,2
277,1,3577,BOLD:AAB4345,10711074,MF679399,2
278,1,3577,BOLD:AAB4345,10711039,MF679364,2
279,1,3577,BOLD:AAB4345,10711029,MF679354,2
280,1,3577,BOLD:AAB4345,10711024,MF679349,2
281,1,3577,BOLD:AAB4345,10711002,MF679327,2
282,1,3577,BOLD:AAB4345,10711112,MF679437,2
283,1,3577,BOLD:AAB4345,10710951,MF679276,2
284,1,3577,BOLD:AAB4345,10710903,MF679228,2
285,1,3577,BOLD:AAB4345,10710899,MF679224,2
286,1,3577,BOLD:AAB4345,10710954,MF679279,2
287,1,3577,BOLD:AAB4345,10711139,MF679464,2
288,1,3577,BOLD:AAB4345,10710907,MF679232,2
289,1,3577,BOLD:AAB4345,10711056,MF679381,2
290,1,3577,BOLD:AAB4345,10710962,MF679287,2
291,1,3577,BOLD:AAB4345,10711009,MF679334,2
292,1,3577,BOLD:AAB4345,10710987,MF679312,2
293,1,3577,BOLD:AAB4345,10710965,MF679290,2
294,1,3577,BOLD:AAB4345,10710971,MF679296,2
295,1,3577,BOLD:AAB4345,10711044,MF679369,2
296,1,3577,BOLD:AAB4345,10710979,MF679304,2
297,1,3577,BOLD:AAB4345,10710963,MF679288,2
298,1,3577,BOLD:AAB4345,10710942,MF679267,2
299,1,3577,BOLD:AAB4345,10710940,MF679265,2
300,1,3577,BOLD:AAB4345,10710939,MF679264,2
301,1,3577,BOLD:AAB4345,10710929,MF679254,2
302,1,3577,BOLD:AAB4345,10710916,MF679241,2
303,1,3577,BOLD:AAB4345,10710992,MF679317,2
304,1,3577,BOLD:AAB4345,10711054,MF679379,2
305,1,3577,BOLD:AAB4345,10710921,MF679246,2
306,1,3577,BOLD:AAB4345,10711082,MF679407,2
307,1,3577,BOLD:AAB4345,10710968,MF679293,2
308,1,3577,BOLD:AAB4345,10711185,MF679510,2
309,1,3577,BOLD:AAB4345,10711068,MF679393,2
310,1,3577,BOLD:AAB4345,10711170,MF679495,2
311,1,3577,BOLD:AAB4345,10711168,MF679493,2
312,1,3577,BOLD:AAB4345,10711161,MF679486,2
313,1,3577,BOLD:AAB4345,10711176,MF679501,2
314,1,3577,BOLD:AAB4345,10711114,MF679439,2
315,1,3577,BOLD:AAB4345,10710932,MF679257,2
316,1,3577,BOLD:AAB4345,10711105,MF679430,2
317,1,3577,BOLD:AAB4345,10711084,MF679409,2
318,1,3577,BOLD:AAB4345,10711158,MF679483,2
319,1,3577,BOLD:AAB4345,10711133,MF679458,2
320,1,3577,BOLD:AAB4345,10711012,MF679337,2
321,1,3577,BOLD:AAB4345,10711190,MF679515,2
322,1,3577,BOLD:AAB4345,10711038,MF679363,2
323,1,3577,BOLD:AAB4345,10710950,MF679275,2
324,1,3577,BOLD:AAB4345,10710953,MF679278,2
325,1,3577,BOLD:AAB4345,10710917,MF679242,2
326,1,3577,BOLD:AAB4345,10710901,MF679226,2
327,1,3577,BOLD:AAB4345,10710931,MF679256,2
328,1,3577,BOLD:AAB4345,10710972,MF679297,2
329,1,3577,BOLD:AAB4345,10710980,MF679305,2
330,1,3577,BOLD:AAB4345,10710986,MF679311,2
331,1,3577,BOLD:AAB4345,10710998,MF679323,2
332,1,3577,BOLD:AAB4345,10711036,MF679361,2
333,1,3577,BOLD:AAB4345,10711040,MF679365,2
334,1,3577,BOLD:AAB4345,10711043,MF679368,2
335,1,3577,BOLD:AAB4345,10711064,MF679389,2
336,1,3577,BOLD:AAB4345,10711077,MF679402,2
337,1,3577,BOLD:AAB4345,10711180,MF679505,2
338,1,3577,BOLD:AAB4345,10711155,MF679480,2
339,1,3577,BOLD:AAB4345,10711153,MF679478,2
340,1,3577,BOLD:AAB4345,10711145,MF679470,2
341,1,3577,BOLD:AAB4345,10711140,MF679465,2
342,1,3577,BOLD:AAB4345,10711136,MF679461,2
343,1,3577,BOLD:AAB4345,10710905,MF679230,2
344,1,3577,BOLD:AAB4345,10711128,MF679453,2
345,1,3577,BOLD:AAB4345,10711122,MF679447,2
346,1,3577,BOLD:AAB4345,10711102,MF679427,2
347,1,3577,BOLD:AAB4345,10711099,MF679424,2
348,1,3577,BOLD:AAB4345,10711094,MF679419,2
349,1,3577,BOLD:AAB4345,10711087,MF679412,2
350,1,3577,BOLD:AAB4345,10711080,MF679405,2
351,1,3577,BOLD:AAB4345,10711124,MF679449,2
352,1,3577,BOLD:AAB4345,10711194,MF679519,2
353,1,3577,BOLD:AAB4345,10711027,MF679352,2
354,1,3577,BOLD:AAB4345,10711135,MF679460,2
355,1,3577,BOLD:AAB4345,10710961,MF679286,2
356,1,3577,BOLD:AAB4345,10710937,MF679262,2
357,1,3577,BOLD:AAB4345,10710926,MF679251,2
358,1,3577,BOLD:AAB4345,10710947,MF679272,2
359,1,3577,BOLD:AAB4345,10710964,MF679289,2
360,1,3577,BOLD:AAB4345,10710975,MF679300,2
361,1,3577,BOLD:AAB4345,10710985,MF679310,2
362,1,3577,BOLD:AAB4345,10710990,MF679315,2
363,1,3577,BOLD:AAB4345,10711004,MF679329,2
364,1,3577,BOLD:AAB4345,10711010,MF679335,2
365,1,3577,BOLD:AAB4345,10711011,MF679336,2
366,1,3577,BOLD:AAB4345,10711013,MF679338,2
367,1,3577,BOLD:AAB4345,10711028,MF679353,2
368,1,3577,BOLD:AAB4345,10711076,MF679401,2
369,1,3577,BOLD:AAB4345,10711083,MF679408,2
370,1,3577,BOLD:AAB4345,10710922,MF679247,2
371,1,3577,BOLD:AAB4345,10711103,MF679428,2
372,1,3577,BOLD:AAB4345,10711115,MF679440,2
373,1,3577,BOLD:AAB4345,10711127,MF679452,2
374,1,3577,BOLD:AAB4345,10711072,MF679397,2
375,1,3577,BOLD:AAB4345,10711138,MF679463,2
376,1,3577,BOLD:AAB4345,10711144,MF679469,2
377,1,3577,BOLD:AAB4345,10711166,MF679491,2
378,1,3577,BOLD:AAB4345,10711129,MF679454,2
379,1,3577,BOLD:AAB4345,10710930,MF679255,2
380,1,3577,BOLD:AAB4345,10711070,MF679395,2
381,1,3577,BOLD:AAB4345,10710969,MF679294,2
382,1,3577,BOLD:AAB4345,10710895,MF679220,2
383,1,3577,BOLD:AAB4345,10710938,MF679263,2
384,1,3577,BOLD:AAB4345,10710924,MF679249,2
385,1,3577,BOLD:AAB4345,10711104,MF679429,2
386,1,3577,BOLD:AAB4345,10710920,MF679245,2
387,1,3577,BOLD:AAB4345,10710913,MF679238,2
388,1,3577,BOLD:AAB4345,10710912,MF679237,2
389,1,3577,BOLD:AAB4345,10710984,MF679309,2
390,1,3577,BOLD:AAB4345,10711005,MF679330,2
391,1,3577,BOLD:AAB4345,10710945,MF679270,2
392,1,3577,BOLD:AAB4345,10710927,MF679252,2
393,1,3577,BOLD:AAB4345,10710923,MF679248,2
394,1,3577,BOLD:AAB4345,10711090,MF679415,2
395,1,3577,BOLD:AAB4345,10711107,MF679432,2
396,1,3577,BOLD:AAB4345,10711022,MF679347,2
397,1,3577,BOLD:AAB4345,10711053,MF679378,2
398,1,3577,BOLD:AAB4345,10711045,MF679370,2
399,1,3577,BOLD:AAB4345,10711085,MF679410,2
400,1,3577,BOLD:AAB4345,10711086,MF679411,2
401,1,3577,BOLD:AAB4345,10711184,MF679509,2
402,1,3577,BOLD:AAB4345,10711173,MF679498,2
403,1,3577,BOLD:AAB4345,10711165,MF679490,2
404,1,3577,BOLD:AAB4345,10711157,MF679482,2
405,1,3577,BOLD:AAB4345,10711026,MF679351,2
406,1,3577,BOLD:AAB4345,10711156,MF679481,2
407,1,3577,BOLD:AAB4345,10711120,MF679445,2
408,1,3577,BOLD:AAB4345,10711113,MF679438,2
409,1,3577,BOLD:AAB4345,10711110,MF679435,2
410,1,3577,BOLD:AAB4345,10711066,MF679391,2
411,1,3577,BOLD:AAB4345,10711059,MF679384,2
412,1,3577,BOLD:AAB4345,10711049,MF679374,2
413,1,3577,BOLD:AAB4345,10711151,MF679476,2
414,1,3577,BOLD:AAB4345,10711108,MF679433,2
415,1,3577,BOLD:AAB4345,10711134,MF679459,2
416,1,3577,BOLD:AAB4345,10711121,MF679446,2
417,1,3577,BOLD:AAB4345,10710911,MF679236,2
418,1,3577,BOLD:AAB4345,10710919,MF679244,2
419,1,3577,BOLD:AAB4345,10710897,MF679222,2
420,1,3577,BOLD:AAB4345,10710956,MF679281,2
421,1,3577,BOLD:AAB4345,10711192,MF679517,2
422,1,3577,BOLD:AAB4345,10710973,MF679298,2
423,1,3577,BOLD:AAB4345,10710967,MF679292,2
424,1,3577,BOLD:AAB4345,10710958,MF679283,2
425,1,3577,BOLD:AAB4345,10710978,MF679303,2
426,1,3577,BOLD:AAB4345,10711000,MF679325,2
427,1,3577,BOLD:AAB4345,10711008,MF679333,2
428,1,3577,BOLD:AAB4345,10711041,MF679366,2
429,1,3577,BOLD:AAB4345,10711042,MF679367,2
430,1,3577,BOLD:AAB4345,10711073,MF679398,2
431,1,3577,BOLD:AAB4345,10711078,MF679403,2
432,1,3577,BOLD:AAB4345,10711081,MF679406,2
433,1,3577,BOLD:AAB4345,10711088,MF679413,2
434,1,3577,BOLD:AAB4345,10711101,MF679426,2
435,1,3577,BOLD:AAB4345,10711106,MF679431,2
436,1,3577,BOLD:AAB4345,10711016,MF679341,2
437,1,3577,BOLD:AAB4345,10711109,MF679434,2
438,1,3577,BOLD:AAB4345,10711116,MF679441,2
439,1,3577,BOLD:AAB4345,10711137,MF679462,2
440,1,3577,BOLD:AAB4345,10711142,MF679467,2
441,1,3577,BOLD:AAB4345,10711149,MF679474,2
442,1,3577,BOLD:AAB4345,10711150,MF679475,2
443,1,3577,BOLD:AAB4345,10711154,MF679479,2
444,1,3577,BOLD:AAB4345,10711160,MF679485,2
445,1,3577,BOLD:AAB4345,10711169,MF679494,2
446,1,3577,BOLD:AAB4345,10711125,MF679450,2
447,1,3577,BOLD:AAB4345,10711051,MF679376,2
448,1,3577,BOLD:AAB4345,10711146,MF679471,2
449,1,3577,BOLD:AAB4345,10710928,MF679253,2
450,1,3577,BOLD:AAB4345,10711182,MF679507,2
451,1,3577,BOLD:AAB4345,10710892,MF679217,2
452,1,3577,BOLD:AAB4345,10711111,MF679436,2
453,1,3577,BOLD:AAB4345,10711021,MF679346,2
454,1,3577,BOLD:AAB4345,10711148,MF679473,2
455,1,3577,BOLD:AAB4345,10711057,MF679382,2
456,1,3577,BOLD:AAB4345,10711188,MF679513,2
457,1,3577,BOLD:AAB4345,10710894,MF679219,2
458,1,3577,BOLD:AAB4345,10710906,MF679231,2
459,1,3577,BOLD:AAB4345,10710914,MF679239,2
460,1,3577,BOLD:AAB4345,10710918,MF679243,2
461,1,3577,BOLD:AAB4345,10710925,MF679250,2
462,1,3577,BOLD:AAB4345,10711023,MF679348,2
463,1,3577,BOLD:AAB4345,10710946,MF679271,2
464,1,3577,BOLD:AAB4345,10710952,MF679277,2
465,1,3577,BOLD:AAB4345,10710957,MF679282,2
466,1,3577,BOLD:AAB4345,10710983,MF679308,2
467,1,3577,BOLD:AAB4345,10710989,MF679314,2
468,1,3577,BOLD:AAB4345,10711003,MF679328,2
469,1,3577,BOLD:AAB4345,10711052,MF679377,2
470,1,3577,BOLD:AAB4345,10710900,MF679225,2
471,1,3577,BOLD:AAB4345,10711098,MF679423,2
472,1,3577,BOLD:AAB4345,10710909,MF679234,2
473,1,3577,BOLD:AAB4345,10710896,MF679221,2
474,1,3577,BOLD:AAB4345,10711163,MF679488,2
475,1,3577,BOLD:AAB4345,10711186,MF679511,2
476,1,3577,BOLD:AAB4345,4443460,KX048748,2
477,1,3577,BOLD:AAB4345,10711179,MF679504,2
478,1,3577,BOLD:AAB4345,10711062,MF679387,2
479,1,3577,BOLD:AAB4345,10711164,MF679489,2
480,1,3577,BOLD:AAB4345,10711159,MF679484,2
481,1,3577,BOLD:AAB4345,10711147,MF679472,2
482,1,3577,BOLD:AAB4345,10711130,MF679455,2
