species_marker_id,database_id,species_id,bin_uri,sequence_id,genbank_accession,marker_id
1252,1,21259,BOLD:AAC1045,4432431,KX047736,2
1253,1,21398,BOLD:AAE3311,4432514,KX049253,2
1254,1,21446,BOLD:AAP0533,4135874,JQ855105,2
1255,1,21447,BOLD:ABZ6947,4432357,MW211976,2
1256,1,21449,BOLD:ABZ4246,5125052,MW212288,2
1257,1,21449,BOLD:ABZ4246,5125053,MW212301,2
1258,1,21449,BOLD:ABZ4246,5125067,MW211654,2
1259,1,21449,BOLD:AAE3418,5125068,MW212595,2
1260,1,21450,BOLD:AAP8577,12635306,MW212739,2
1261,1,21451,BOLD:AAD1352,5125057,MW213357,2
1262,1,21453,BOLD:AAD1353,4432513,MW211529,2
1263,1,21467,BOLD:AAA6742,12332513,MH638304,2
1264,1,21467,BOLD:AAA6742,12333100,NC_040875,2
1265,1,21467,BOLD:AAA6742,4015942,KF946794,2
1266,1,21467,BOLD:AAA6742,4015825,KF946795,2
1267,1,21486,BOLD:AAA3075,4443543,KX048515,2
1268,1,21486,BOLD:AAA3075,4468593,KX048243,2
1269,1,21486,BOLD:AAA3075,4432015,KX048580,2
1270,1,21500,BOLD:AAA8254,4015891,KF946798,2
1271,1,21500,BOLD:AAA8254,4015845,KF946799,2
1272,1,21502,BOLD:AAB0069,4015879,KF946800,2
1273,1,21502,BOLD:AAB0069,4015889,KF946803,2
1274,1,21502,BOLD:AAB0069,4015888,KF946801,2
1275,1,21502,BOLD:AAB0069,4015828,KF946802,2
1276,1,21618,BOLD:AAX1397,8173584,MW478426,2
1277,1,21618,BOLD:AAX1397,12449326,MW478406,2
1278,1,21618,BOLD:AAX1397,8897824,MW478396,2
1279,1,21729,BOLD:AAC5207,4016092,KF946804,2
1280,1,21729,BOLD:AAC5207,4016010,KF946805,2
1281,1,21778,BOLD:AAD9960,4443959,KX049504,2
1282,1,21778,BOLD:AAD9960,4443958,KX048195,2
1283,1,21814,BOLD:AAB2837,7219821,KF946782,2
1284,1,21814,BOLD:AAB2837,4016038,KF946783,2
1285,1,21814,BOLD:AAB2837,4015997,KF946784,2
1286,1,21814,BOLD:AAB2837,4015774,KF946787,2
1287,1,21814,BOLD:AAB2837,4015822,KF946786,2
1288,1,21814,BOLD:AAB2837,4015904,KF946785,2
1289,1,21862,BOLD:AAC0743,4444231,KX048373,2
1290,1,21864,BOLD:AAA9313,4432323,KX049071,2
1291,1,21864,BOLD:AAA9313,4432322,KX048019,2
1292,1,21864,BOLD:AAA9313,4432324,KX048663,2
1293,1,21867,BOLD:AAC5542,4432127,KX047735,2
1294,1,21867,BOLD:AAC5542,4468534,KX049991,2
1295,1,21873,BOLD:AAD4126,4015972,KF946806,2
1296,1,21884,BOLD:ADF4665,9044542,MT048316,2
1297,1,21973,BOLD:AAW5485,4015736,KF946807,2
1298,1,21992,BOLD:AAC0945,4444192,KX049590,2
1299,1,22099,BOLD:AAB5913,4444227,KX049771,2
1300,1,22099,BOLD:AAB5913,4444228,KX049390,2
1301,1,22138,BOLD:AAC5104,4468597,KX048573,2
1302,1,22310,BOLD:AAB7358,4444200,KX048959,2
1303,1,22310,BOLD:AAB7358,4468533,KX048230,2
1304,1,22329,BOLD:AAE6691,4015893,KF946810,2
1305,1,22333,BOLD:AAB2604,4015971,KF946811,2
1306,1,22388,BOLD:AAC7939,4432038,KX049729,2
1307,1,22398,BOLD:AAA6178,4432294,KX048011,2
1308,1,22398,BOLD:AAA6178,4432293,KX049288,2
1309,1,22471,BOLD:AAD9531,4432417,KX049247,2
1310,1,22511,BOLD:AAU3997,10568058,MW211125,2
1311,1,22511,BOLD:AAU3997,10568057,MW211922,2
1312,1,22511,BOLD:AAU3997,10656611,MW212038,2
1313,1,22511,BOLD:AAU3997,12635301,MW213514,2
1314,1,22511,BOLD:AAU3997,10568061,MW211446,2
1315,1,22512,BOLD:ACX5473,10568060,MW213362,2
1316,1,22512,BOLD:ACX5473,5125063,MW212825,2
1317,1,22512,BOLD:ACX5473,7541348,MG191419,2
1318,1,22513,BOLD:AAL5482,11977708,MW211678,2
1319,1,22513,BOLD:AAL5482,12635302,MW214101,2
1320,1,22513,BOLD:AAL5482,12635305,MW211424,2
1321,1,22513,BOLD:AAL5482,11977709,MW212430,2
1322,1,22513,BOLD:AAL5482,12635304,MW211388,2
1323,1,22513,BOLD:AAL5482,12635303,MW214398,2
1324,1,22513,BOLD:AAL5482,10568059,MW213933,2
1325,1,22513,BOLD:AAL5482,11977672,MW212846,2
1326,1,22514,BOLD:AAD7979,10568062,MW213363,2
1327,1,22571,BOLD:AAE6553,4432363,KX049721,2
1328,1,22571,BOLD:AAE6553,5125033,MW212926,2
1329,1,22571,BOLD:AAE6553,5125034,MW212121,2
1330,1,22571,BOLD:AAE6553,5125025,MW213476,2
1331,1,22571,BOLD:AAE6553,4432504,KX049986,2
1332,1,22571,BOLD:AAE6553,5125035,MW213611,2
1333,1,22571,BOLD:AAE6553,5125032,MW211312,2
1334,1,22573,BOLD:AAD1185,4432506,KX049423,2
1335,1,22576,BOLD:AAD4850,5125088,MW213664,2
1336,1,22578,BOLD:AAD8123,5125062,MW211993,2
1337,1,22578,BOLD:AAD8123,5125049,MW211800,2
1338,1,22578,BOLD:AAD8123,5125086,MW213418,2
1339,1,22578,BOLD:AAD8123,5125059,MW213110,2
1340,1,22578,BOLD:AAD8123,5125087,MW214343,2
1341,1,22578,BOLD:AAD8123,5125061,MW213971,2
1342,1,22578,BOLD:AAD8123,5125060,MW213941,2
1343,1,22583,BOLD:AAF6924,5125027,MW212114,2
1344,1,22583,BOLD:AAF6924,7541243,MW212510,2
1345,1,22583,BOLD:AAF6924,7541244,MW211256,2
1346,1,22583,BOLD:AAF6924,5125029,MW213248,2
1347,1,22583,BOLD:AAF6924,5125026,MW212674,2
1348,1,22583,BOLD:AAF6924,5125028,MW214524,2
1349,1,22584,BOLD:ABY6519,4432174,KX049494,2
1350,1,22586,BOLD:AAF6926,4432508,KX050028,2
1351,1,22586,BOLD:AAF6926,4432507,KX048151,2
1352,1,22588,BOLD:AAE0033,8074982,MW212980,2
1353,1,22590,BOLD:AAC9940,5116069,KY079344,2
1354,1,22590,BOLD:AAC9940,5981553,KY079350,2
1355,1,22591,BOLD:AAD8470,5125077,MW212533,2
1356,1,22591,BOLD:AAD8470,5125079,MW214140,2
1357,1,22591,BOLD:AAD8470,4432361,KX049998,2
1358,1,22591,BOLD:AAD8470,5125078,MW214615,2
1359,1,22591,BOLD:AAD8470,5125080,MW211136,2
1360,1,22592,BOLD:AAD4754,8074924,MW213010,2
1361,1,22593,BOLD:AAH8487,5115966,MW211940,2
1362,1,22593,BOLD:AAH8487,4432498,KX048891,2
1363,1,22593,BOLD:AAH8487,4432499,KX048023,2
1364,1,22593,BOLD:AAH8487,5125021,MW214658,2
1365,1,22595,BOLD:AAP7361,7541269,MW211723,2
1366,1,22596,BOLD:AAC7024,5115975,MW213766,2
1367,1,22597,BOLD:AAE0224,7541272,MW212603,2
1368,1,22599,BOLD:AAE0106,4432505,KX048668,2
1369,1,22601,BOLD:AAD9588,4431955,KX048355,2
1370,1,22601,BOLD:AAD9588,4431954,KX047971,2
1371,1,22601,BOLD:AAD9588,4431956,KX049768,2
1372,1,22603,BOLD:AAD1189,5981552,MW214585,2
1373,1,22608,BOLD:AAD8332,4432175,KX047996,2
1374,1,22608,BOLD:AAD8332,4432503,KX048252,2
1375,1,22608,BOLD:AAD8332,4431957,KX049267,2
1376,1,22608,BOLD:AAD8332,4432356,KX049821,2
1377,1,22608,BOLD:AAD8332,4468565,KX047938,2
1378,1,22608,BOLD:AAD8332,4431958,KX048387,2
1379,1,22610,BOLD:AAE4723,4432500,KX048780,2
1380,1,22610,BOLD:AAE4723,4431953,KX049835,2
1381,1,22610,BOLD:AAE4723,4432501,KX049888,2
1382,1,22612,BOLD:AAD4916,8074962,MW213668,2
1383,1,22612,BOLD:AAD4916,8074963,MW214451,2
1384,1,22612,BOLD:AAD4916,5115938,MW211186,2
1385,1,22612,BOLD:AAD4916,5115937,MW214642,2
1386,1,22613,BOLD:AAC4332,5981550,MW211567,2
1387,1,22613,BOLD:AAC4332,10568065,MW214273,2
1388,1,22616,BOLD:AAH8428,5981551,MW212871,2
1389,1,22616,BOLD:AAH8428,4431960,KX049876,2
1390,1,22616,BOLD:AAH8428,4431961,KX049196,2
1391,1,22618,BOLD:AAD5535,7541315,MW213039,2
1392,1,22618,BOLD:AAD5535,7541316,MW212452,2
1393,1,22618,BOLD:AAD5535,7541314,MW213132,2
1394,1,22618,BOLD:AAD5535,5125020,MW213336,2
1395,1,22620,BOLD:AAF6537,4432502,KX047942,2
1396,1,22620,BOLD:AAF6537,5125066,MW211912,2
1397,1,22620,BOLD:AAF6537,5125065,MW212171,2
1398,1,22622,BOLD:AAH8435,7541324,MW212289,2
1399,1,22622,BOLD:AAH8435,7541325,MW212158,2
1400,1,22623,BOLD:AAE4686,5115918,MW214256,2
1401,1,22644,BOLD:AAB8773,4016016,KF946817,2
1402,1,22644,BOLD:AAB8773,4015786,KF946822,2
1403,1,22644,BOLD:AAB8773,4015881,KF946823,2
1404,1,22644,BOLD:AAB8773,4016044,KF946818,2
1405,1,22644,BOLD:AAB8773,4016102,KF946816,2
1406,1,22644,BOLD:AAB8773,4016029,KF946819,2
1407,1,22644,BOLD:AAB8773,4015800,KF946821,2
1408,1,22644,BOLD:AAB8773,4015868,KF946815,2
1409,1,22644,BOLD:AAB8773,4015944,KF946820,2
1410,1,22677,BOLD:AAF4832,3173619,AY651189,2
1411,1,22677,BOLD:AAF4832,3173618,AY651190,2
1412,1,22829,BOLD:AAD1222,4016006,KF946828,2
1413,1,22829,BOLD:AAD1222,4016011,KF946827,2
1414,1,22829,BOLD:AAD1222,4016075,KF946825,2
1415,1,22829,BOLD:AAD1222,4016024,KF946826,2
1416,1,22829,BOLD:AAD1222,4016068,KF946824,2
1417,1,23061,BOLD:AAA9506,4633273,KT601584,2
1418,1,23062,BOLD:AAZ5085,4098023,KF930635,2
1419,1,23064,BOLD:AAA9506,4716679,KT601593,2
1420,1,23064,BOLD:AAA9506,4098028,KF930641,2
1421,1,23064,BOLD:AAA9506,4098031,KC900479,2
1422,1,23064,BOLD:AAA9506,4716677,KT601609,2
1423,1,23066,BOLD:ACF0224,4633274,KC900494,2
1424,1,23069,BOLD:AAC6630,4633275,KT601585,2
1425,1,23071,BOLD:AAD3756,4716672,KT601587,2
1426,1,23072,BOLD:AAG4665,4633277,KX281064,2
1427,1,23079,BOLD:AAE4790,3531960,HM902106,2
1428,1,23080,BOLD:ACG0515,5276261,KF369849,3
1429,1,23080,BOLD:ACG0515,5227476,KF369498,2
1430,1,23270,BOLD:AAC5320,4054195,KF946829,2
1431,1,23340,BOLD:AAB9813,4016078,KF946830,2
1432,1,23340,BOLD:AAB9813,4016086,KF946831,2
1433,1,23340,BOLD:AAB9813,4016094,KF946832,2
1434,1,23343,BOLD:AAB4277,4015733,KF946834,2
1435,1,23343,BOLD:AAB4277,4015739,KF946833,2
1436,1,23404,BOLD:AAB4901,4016066,KF946796,2
1437,1,23404,BOLD:AAB4901,4015791,KF946797,2
1438,1,23627,BOLD:AAA2225,12321255,MK541994,2
1439,1,23627,BOLD:AAA2225,14121856,MW288139,2
1440,1,23627,BOLD:AAA2225,14121855,MW288138,2
1441,1,23869,BOLD:ACH7545,5492879,JQ921157,2
1442,1,24127,BOLD:AAF6273,2634829,KX044947,2
1443,1,24445,BOLD:ACS3325,8398320,MK073258,2
1444,1,24600,BOLD:AAD9479,4432132,KX049291,2
1445,1,24600,BOLD:AAD9479,4443567,KX048957,2
1446,1,24643,BOLD:AAC0728,4468564,KX048746,2
1447,1,24643,BOLD:AAC0728,4443962,KX047594,2
1448,1,24643,BOLD:AAC0728,4432314,KX049036,2
1449,1,24643,BOLD:AAC0728,4443960,KX047638,2
1450,1,24643,BOLD:AAC0728,4432313,KX049270,2
1451,1,24643,BOLD:AAC0728,4443961,KX049873,2
1452,1,24671,BOLD:AAV2188,4432081,KX047825,2
1453,1,24677,BOLD:AAD3263,4444252,KX048530,2
1454,1,24777,BOLD:AAB1046,4054181,KF946837,2
1455,1,24777,BOLD:AAB1046,4054180,KF946838,2
1456,1,24777,BOLD:AAB1046,4054182,KF946836,2
1457,1,24777,BOLD:AAB1046,4054179,KF946840,2
1458,1,24777,BOLD:AAB1046,4054178,KF946839,2
1459,1,24910,BOLD:AAA5035,4015752,KF946841,2
1460,1,24910,BOLD:AAA5035,3377396,GU097204,2
1461,1,24910,BOLD:AAA5035,2854144,GU097251,2
1462,1,24910,BOLD:AAA5035,3377395,GU097205,2
1463,1,24910,BOLD:AAA5035,2854146,GU097252,2
1464,1,24939,BOLD:AAD6088,4432264,KX049949,2
1465,1,24941,BOLD:AAF8372,4054164,KF946842,2
1466,1,24948,BOLD:AAB6219,4015782,KF946847,2
1467,1,25025,BOLD:AAD5126,10956253,MG383956,2
1468,1,25235,BOLD:AAB6658,4444265,KF714667,2
1469,1,25235,BOLD:AAB6658,4444267,KF714641,2
1470,1,25235,BOLD:AAB6658,4444266,KF714647,2
1471,1,25382,BOLD:AAB3886,4054192,KF946848,2
1472,1,25387,BOLD:AAC3225,12420724,MK160498,2
1473,1,25654,BOLD:AAD0100,4015799,KF946850,2
1474,1,25654,BOLD:AAD0100,4015778,KF946849,2
1475,1,25899,BOLD:ACE7197,4432307,KX048704,2
1476,1,25937,BOLD:AAB1555,4468569,KX048272,2
1477,1,25937,BOLD:AAB1555,4468567,KX048212,2
1478,1,25937,BOLD:AAB1555,4468568,KX048629,2
1479,1,25937,BOLD:AAB1555,4432143,KX048030,2
1480,1,25937,BOLD:AAB1555,4432144,KX048059,2
1481,1,25937,BOLD:AAB1555,4468566,KX047725,2
1482,1,25937,BOLD:AAB1555,4432142,KX047873,2
1483,1,25959,BOLD:AAC7473,4432329,KF807459,2
1484,1,25959,BOLD:AAC7473,4432330,KF807450,2
1485,1,25963,BOLD:AAC2115,4444248,KF807653,2
1486,1,26097,BOLD:AAB7343,4431755,KX047705,2
1487,1,26097,BOLD:AAB7343,4431754,KX048086,2
1488,1,26099,BOLD:AAB7329,4431756,KX049128,2
1489,1,26503,BOLD:AAC1413,4015829,KF946851,2
1490,1,26682,BOLD:AAB6107,4432090,KX048130,2
1491,1,26682,BOLD:AAB6107,4432089,KX049392,2
1492,1,26731,BOLD:AAB2233,4468551,KX048974,2
1493,1,26731,BOLD:AAB2233,4431800,KX048615,2
1494,1,26731,BOLD:AAB2233,4443914,KX048667,2
1495,1,26731,BOLD:AAB2233,4468552,KX048194,2
1496,1,26809,BOLD:AAD4282,4432259,KX048157,2
1497,1,26809,BOLD:AAD4282,4468608,KX047990,2
1498,1,26809,BOLD:AAD4282,4468609,KX049140,2
1499,1,26809,BOLD:AAD4282,4432145,KX049661,2
1500,1,26921,BOLD:AAH9891,4432433,KX047670,2
1501,1,26921,BOLD:AAH9891,4432434,KX048247,2
1502,1,27074,BOLD:AAB8183,4015764,KF946853,2
1503,1,27074,BOLD:AAB8183,4015732,KF946852,2
1504,1,27075,BOLD:AAC3312,4015748,KF946854,2
1505,1,27075,BOLD:AAC3312,4015757,KF946855,2
1506,1,27075,BOLD:AAC3312,4015750,KF946857,2
1507,1,27075,BOLD:AAC3312,4015771,KF946856,2
1508,1,27076,BOLD:AAC0927,4015753,KF946859,2
1509,1,27076,BOLD:AAC0927,7219897,KF946858,2
1510,1,27086,BOLD:AAB6794,4054189,KF946862,2
1511,1,27087,BOLD:AAC2358,4054190,KF946863,2
1512,1,27092,BOLD:ACF2056,4015849,KF946861,2
1513,1,27139,BOLD:AAP7527,3994928,KX281327,2
1514,1,27145,BOLD:ACG8934,5325072,KX281290,2
1515,1,27149,BOLD:ABX4837,5325121,KX281372,2
1516,1,27157,BOLD:ABW2333,4432488,KX049852,2
1517,1,27157,BOLD:ABW2333,4432487,KX049075,2
1518,1,27169,BOLD:AAV8370,14266638,MW899208,2
1519,1,27169,BOLD:AAV8370,12635293,MW899204,2
1520,1,27169,BOLD:AAV8370,5325527,MW899216,2
1521,1,27175,BOLD:AAQ1029,4432493,KX049466,2
1522,1,27175,BOLD:AAQ1029,4432359,KX048949,2
1523,1,27175,BOLD:AAQ1029,4432358,KX049336,2
1524,1,27183,BOLD:AAI0023,5324971,MH917765,2
1525,1,27183,BOLD:AAI0023,3994898,MH917756,2
1526,1,27246,BOLD:AAE9043,4015792,KF946864,2
1527,1,27249,BOLD:AAF7020,4016063,KF946865,2
1528,1,27451,BOLD:AAC1121,4015867,KF946870,2
1529,1,27451,BOLD:AAC1121,7219905,KF946866,2
1530,1,27451,BOLD:AAC1121,4015847,KF946869,2
1531,1,27451,BOLD:AAC1121,4015882,KF946868,2
1532,1,27451,BOLD:AAC1121,4016023,KF946871,2
1533,1,27451,BOLD:AAC1121,7219906,KF946867,2
1534,1,27452,BOLD:AAD8580,4016026,KF946874,2
1535,1,27452,BOLD:AAD8580,4016065,KF946873,2
1536,1,27452,BOLD:AAD8580,7219911,KF946872,2
1537,1,27452,BOLD:AAD8580,4015930,KF946875,2
1538,1,27454,BOLD:AAB8930,4016008,KF946877,2
1539,1,27454,BOLD:AAB8930,4015781,KF946880,2
1540,1,27454,BOLD:AAB8930,4015929,KF946878,2
1541,1,27454,BOLD:AAB8930,4015835,KF946879,2
1542,1,27454,BOLD:AAB8930,4015980,KF946876,2
1543,1,27456,BOLD:AAC0535,4015808,KF946890,2
1544,1,27456,BOLD:AAC0536,4016099,KF946882,2
1545,1,27456,BOLD:AAC0535,4015985,KF946888,2
1546,1,27456,BOLD:AAC0535,4015965,KF946883,2
1547,1,27456,BOLD:AAC0536,4015811,KF946881,2
1548,1,27456,BOLD:AAC0535,4016036,KF946885,2
1549,1,27456,BOLD:AAC0535,4015897,KF946887,2
1550,1,27456,BOLD:AAC0535,4015938,KF946884,2
1551,1,27456,BOLD:AAC0535,4015780,KF946889,2
1552,1,27456,BOLD:AAC0535,4016095,KF946886,2
1553,1,27462,BOLD:AAD2043,4015914,KF946891,2
1554,1,27465,BOLD:AAG1996,9700539,KM245077,2
1555,1,27465,BOLD:AAG1996,9700540,KM245078,2
1556,1,27486,BOLD:AAK1032,5227404,KF369553,2
1557,1,27486,BOLD:AAK1032,5276184,KF369913,3
1558,1,27547,BOLD:AAD2243,4432336,KX049019,2
1559,1,27547,BOLD:AAD2243,4432335,KX048145,2
1560,1,27547,BOLD:AAD2243,4432334,KX049975,2
1561,1,27697,BOLD:AAZ6995,4117360,JN992041,2
1562,1,27701,BOLD:AAB5577,4117383,JN992044,2
1563,1,28002,BOLD:ACE6105,4432369,KX049473,2
1564,1,28116,BOLD:AAC3100,13754959,MN312076,2
1565,1,28122,BOLD:AAD2597,13754956,MN312073,2
1566,1,28187,BOLD:AAD6933,4444229,KX049205,2
1567,1,28187,BOLD:AAD6933,4468556,KX050063,2
1568,1,28187,BOLD:AAD6933,4468555,KX048680,2
1569,1,28245,BOLD:ABY3244,3139580,AJ414582,2
1570,1,28312,BOLD:AAC3003,4432059,KX047782,2
1571,1,28312,BOLD:AAC3003,4432060,KX049733,2
1572,1,28340,BOLD:ABV0114,4431980,KX049095,2
1573,1,28457,BOLD:AAE7880,4444219,KX048811,2
1574,1,28457,BOLD:AAE7880,4443507,KX049102,2
1575,1,28459,BOLD:AAC9682,4431973,KX049578,2
1576,1,28459,BOLD:AAC9682,4432056,KX049399,2
1577,1,28554,BOLD:AAC4671,4432266,KX047888,2
1578,1,28554,BOLD:AAC4671,4432267,KX049707,2
1579,1,28594,BOLD:AAI0333,4432372,KX047592,2
1580,1,28594,BOLD:AAI0333,4432373,KX047872,2
1581,1,28601,BOLD:AAC3847,4431939,KX048718,2
1582,1,28601,BOLD:AAC3847,4431836,KX047982,2
1583,1,28604,BOLD:AAB4053,4431835,KX048343,2
1584,1,28604,BOLD:AAB4053,4468579,KX049663,2
1585,1,28604,BOLD:AAB4053,4468580,KX049393,2
1586,1,28604,BOLD:AAB4053,4468578,KX047858,2
1587,1,28693,BOLD:AAF8247,7540721,OK346177,2
1588,1,28693,BOLD:AAF8247,4431935,KX049705,2
1589,1,28693,BOLD:AAF8247,5125048,OK346187,2
1590,1,28693,BOLD:AAF8247,5115921,OK346167,2
1591,1,28693,BOLD:AAF8247,5115920,OK346164,2
1592,1,28693,BOLD:AAF8247,5115917,OK346163,2
1593,1,28693,BOLD:AAF8247,5125064,OK346179,2
1594,1,28693,BOLD:AAF8247,5115919,OK346181,2
1595,1,28739,BOLD:AAC2506,4432098,KX047708,2
1596,1,28739,BOLD:AAC2506,4432099,KX049952,2
1597,1,28739,BOLD:AAC2506,4432097,KX049189,2
1598,1,29090,BOLD:AAC7472,4431817,KX048483,2
1599,1,29204,BOLD:AAC1066,2671177,EU525573,2
1600,1,29205,BOLD:AAC7026,4015796,KF946892,2
1601,1,29208,BOLD:AAB6252,4016014,KF946893,2
1602,1,29300,BOLD:AAJ8815,2610732,MH272193,2
1603,1,29300,BOLD:AAJ8815,3615764,HQ551282,2
1604,1,29463,BOLD:AAB9460,6838490,HM460111,2
1605,1,29463,BOLD:ACQ0960,6838510,HM460131,2
1606,1,29466,BOLD:ACQ5040,6838559,HM460180,2
1607,1,29466,BOLD:ACQ5040,6838561,HM460182,2
1608,1,29466,BOLD:ACQ5040,6838560,HM460181,2
1609,1,29466,BOLD:ACQ5040,6838558,HM460179,2
1610,1,29466,BOLD:ACQ5040,6838563,HM460184,2
1611,1,29466,BOLD:ACQ5040,6838562,HM460183,2
1612,1,29485,BOLD:AAC5096,4015839,KF946896,2
1613,1,29486,BOLD:AAB3922,4015952,KF946904,2
1614,1,29486,BOLD:AAB3922,4015962,KF946898,2
1615,1,29486,BOLD:AAB3922,4015932,KF946897,2
1616,1,29486,BOLD:AAB3922,4016025,KF946902,2
1617,1,29486,BOLD:AAB3922,4016020,KF946901,2
1618,1,29486,BOLD:AAB3922,4016045,KF946900,2
1619,1,29486,BOLD:AAB3922,4016013,KF946903,2
1620,1,29486,BOLD:AAB3922,4015922,KF946899,2
1621,1,29489,BOLD:AAC1081,7219944,KF946905,2
1622,1,29489,BOLD:AAC1081,7219945,KF946906,2
1623,1,29491,BOLD:ABX6220,4015961,KF946911,2
1624,1,29491,BOLD:ABX6220,4015813,KF946912,2
1625,1,29491,BOLD:ABX6220,4016076,KF946910,2
1626,1,29491,BOLD:ABX6220,4015943,KF946908,2
1627,1,29491,BOLD:ABX6220,4016053,KF946909,2
1628,1,29491,BOLD:ABX6220,4015969,KF946907,2
1629,1,29492,BOLD:AAC1762,4015806,KF946913,2
1630,1,29587,BOLD:AAB5189,4443911,KX049457,2
1631,1,29587,BOLD:AAB5189,4443913,KX049295,2
1632,1,29587,BOLD:AAB5189,4443912,KX048223,2
1633,1,29597,BOLD:ADF4135,11612066,KY986273,2
1634,1,29603,BOLD:AAB4828,4015795,KF946922,2
1635,1,29603,BOLD:AAB4828,4015789,KF946926,2
1636,1,29603,BOLD:AAB4828,4015866,KF946925,2
1637,1,29603,BOLD:AAB4828,4015887,KF946919,2
1638,1,29603,BOLD:AAB4828,4015885,KF946924,2
1639,1,29603,BOLD:AAB4828,4015788,KF946921,2
1640,1,29603,BOLD:AAB4828,4015878,KF946918,2
1641,1,29603,BOLD:AAB4828,4015979,KF946916,2
1642,1,29603,BOLD:AAB4828,3250297,FJ465382,2
1643,1,29603,BOLD:AAB4828,4015898,KF946923,2
1644,1,29603,BOLD:AAB4828,4015906,KF946920,2
1645,1,29603,BOLD:AAB4828,4015994,KF946914,2
1646,1,29603,BOLD:AAB4828,4016002,KF946915,2
1647,1,29603,BOLD:AAB4828,4015934,KF946917,2
1648,1,29603,BOLD:AAB4828,3250296,FJ465383,2
1649,1,29652,BOLD:AAB7617,4015920,KF946927,2
1650,1,29652,BOLD:AAB7617,4016081,KF946928,2
1651,1,29652,BOLD:AAB7617,4016080,KF946929,2
1652,1,29752,BOLD:AAC2697,4015955,KF946932,2
1653,1,29752,BOLD:AAC2697,4015976,KF946933,2
1654,1,29752,BOLD:AAC2697,4015992,KF946934,2
1655,1,29752,BOLD:AAC2697,4015968,KF946935,2
1656,1,29752,BOLD:AAC2697,4015960,KF946931,2
1657,1,29752,BOLD:AAC2697,4015984,KF946930,2
1658,1,29752,BOLD:AAC2697,4015747,KF946937,2
1659,1,29752,BOLD:AAC2697,4015749,KF946936,2
1660,1,29810,BOLD:ACL8661,6131839,KX843925,2
1661,1,29905,BOLD:AAE9886,4443899,KX048100,2
1662,1,29905,BOLD:AAE9886,4443900,KX048865,2
1663,1,29979,BOLD:ABZ0894,4444237,KX048174,2
1664,1,29979,BOLD:AAA7001,4432325,KX048728,2
1665,1,29979,BOLD:AAA7001,4432326,KX048969,2
1666,1,29979,BOLD:ABZ0894,4431812,KX049617,2
1667,1,29979,BOLD:AAA7001,4468539,KX048104,2
1668,1,29980,BOLD:ACF4785,4431811,KX047974,2
1669,1,29980,BOLD:ACF4785,4443891,KX049022,2
1670,1,29980,BOLD:ACF4785,4443892,KX050139,2
1671,1,29980,BOLD:ACF4785,4432001,KX049157,2
1672,1,29981,BOLD:AAA6836,4444236,KX049682,2
1673,1,29983,BOLD:AAC9330,4443548,KX049886,2
1674,1,29983,BOLD:AAC9330,4443547,KX048411,2
1675,1,29983,BOLD:AAC9330,4443546,KX048424,2
1676,1,30022,BOLD:AAA2144,4443925,KX049625,2
1677,1,30022,BOLD:AAA2144,4443513,KX049743,2
1678,1,30022,BOLD:AAA2144,4443512,KX050118,2
1679,1,30027,BOLD:AAB8843,4443514,KX048794,2
1680,1,30027,BOLD:AAB8843,4432026,KX047836,2
1681,1,30027,BOLD:AAB8843,4443516,KX049890,2
1682,1,30027,BOLD:AAB8843,4432027,KX049161,2
1683,1,30027,BOLD:AAB8843,4468595,KX047667,2
1684,1,30027,BOLD:AAB8843,4443515,KX049928,2
1685,1,30159,BOLD:AAD0001,4431801,KX048320,2
1686,1,30159,BOLD:AAD0001,4431802,KX049993,2
1687,1,30198,BOLD:AAD1936,4432465,KX049938,2
1688,1,30198,BOLD:AAD1936,4432187,KX048126,2
1689,1,30198,BOLD:AAD1936,4432112,KX050127,2
1690,1,30198,BOLD:AAD1936,4432113,KX047764,2
1691,1,30198,BOLD:AAD1936,4432114,KX049182,2
1692,1,30198,BOLD:AAD1936,4432186,KX048072,2
1693,1,30244,BOLD:ACX0947,14754915,MW664911,2
