synonym_id,species_id,synonym_name,identification_reference
1158,8858,Seius cornutus,"Kramer, 1886"
1159,8860,Digamasellus foveolatus,"Leitner, 1949"
1160,8861,Digamasellus halophilus,"Willmann, 1951"
1161,8862,Digamasellus latior,"Leitner, 1949"
1162,8864,Gamasellus presepum,"Berlese, 1918"
1163,8867,Digamasellus septentrionalis,"Sellnick, 1958"
1164,8876,Dendrocopos medius,"Linnaeus, 1758"
1165,8877,Digamasellus reticulatus,"Sheals, 1956"
1166,8884,Xylodrepa quadrimaculata,"Scopoli, 1771"
1167,8892,Chortodes pygmina,"Haworth, 1809"
1168,8907,Depressaria heraclei,"Retzius, 1783"
1169,8922,Homopys sciurinus,"Koch, 1842"
1170,8924,Acarus gallinae,"De Geer, 1778"
1171,8924,Dermanyssus avium,"Dugès, 1834"
1172,8924,Dermanyssus evotomydis,"Evans, 1933"
1173,8925,Acarus hirundinis,"Hermann, 1804"
1174,8928,Dermatophagoides culinae,"De Leon, 1963"
1175,8928,Dermatophagoides takeuchii,"Sasa, 1948"
1176,8928,Visceroptes takeuchii,"Sasa, 1948"
1177,8929,Mealia toxopei,"Oudemans, 1928"
1178,8929,Metalia pteronyssina,"Trouessart, 1897"
1179,8929,Paralgoides pteronyssoides,"Trouessart, 1886"
1180,8929,Visceroptes satoi,"Sasa, 1947"
1181,8943,Pterolichus parallelilobus,"Trouessart, 1886"
1182,8945,Dero digitata,"Müller, 1773"
1183,8946,Dero dorsalis,"Ferronière, 1889"
1184,8947,Dero nivea,"Aiyer, 1929"
1185,8950,Deroceras panormitanum,"Lessona & Pollonera, 1882"
1186,8958,Chrysocharis viridicoxis,"Foerster, 1861"
1187,8960,Talorchestia deshayesii,"Audouin, 1826"
1188,8980,Onychiurus cebennarius,"Gisin, 1956"
1189,8980,Onychiurus fimetaria,"Linnaeus, 1767"
1190,8984,Deuterosminthurus flavus,"Gisin, 1946"
1191,8985,Deuterosminthurus repandus,"Agren, 1903"
1192,8997,Dexiopsis litoralis,"Zetterstedt, 1846"
1193,9042,Diadumene luciae,"Verrill, 1898"
1194,9042,Haliplanella lineata,"Verrill, 1869"
1195,9065,Diaphorus tripilus,"Loew, 1857"
1196,9072,Oribates picipes,"Hull, 1913"
1197,9072,Sphaerozetes numerosus,"Sellnick, 1924"
1198,9097,Diastata unipunctata,"Zetterstedt, 1847"
1199,9101,Diastata inornata,"Loew, 1864"
1200,9135,Calliteara fascelina,"Linnaeus, 1758"
1201,9140,Dicheirotrichus gustavi,"Crotch, 1781"
1202,9182,Dicraeus bipunctata,"Macquart, 1835"
1203,9182,Dicraeus pallidiventris,"Macquart, 1835"
1204,9183,Dicraeus xanthopygus,"Strobl, 1909"
1205,9191,Dicranomyia ostensackeni,"Westhoff, 1882"
1206,9192,Dicranomyia pilipennis,"Egger, 1863"
1207,9197,Dicranomyia lutea,"Meigen, 1818"
1208,9199,Dicranomyia leucocephala,"Meigen, 1818"
1209,9202,Dicranomyia forcipula,"De Meijere, 1918"
1210,9214,Dicranota longitarsis,"Bergroth, 1891"
1211,9222,Dicrotendipes miriforceps,"Kieffer, 1922"
1212,9223,Dicrotendipes bipartitus,"Kieffer, 1915"
1213,9223,Dicrotendipes brevitibialis,"Zetterstedt, 1850"
1214,9223,Dicrotendipes falciformis,"Kieffer, 1912"
1215,9224,Dicrotendipes rufolineatus,"Goetghebuer, 1928"
1216,9226,Dicrotendipes modestus,"Say, 1823"
1217,9272,Didymomyia reaumuriana,"Löw, 1878"
1218,9273,Dysmachus picipes,"Meigen, 1820"
1219,9275,Cartodere beloni,"Reitter, 1882"
1220,9277,Cartodere costulata,"Reitter, 1877"
1221,9281,Dienerella elongata,"Curtis, 1830"
1222,9282,Tachycines asynamorus,"Adelung, 1902"
1223,9287,Chlorocytus longiscapus,"Graham, 1965"
1224,9288,Diglotta submarina,"Fairmaire & Laboulbène, 1856"
1225,9298,Atheta luteipes,"Erichson, 1837"
1226,9299,Atheta vilis,"Erichson, 1837"
1227,9302,Dilophus vulgaris,"Meigen, 1818"
1228,9303,Dilophus albipennis,"Meigen, 1830"
1229,9335,Staphylinus fossor,"Scopoli, 1771"
1230,9339,Coruna aphidiphagus,"Ratzeburg, 1844"
1231,9360,Phyllodinychus arcuatus,"Trägårdh, 1943"
1232,9362,Dinychus varthismithii,"Hüll, 1936"
1233,9362,Sejus inermis,"Koch, 1839"
1234,9366,Woelkeidinychus woelkei,"Hirschmann & Zirngiebl-Nicol, 1969"
1235,9370,Dioctria reinhardi,"Meigen, 1820"
1236,9371,Dioctria baumhaueri,"Meigen, 1820"
1237,9371,Dioctria flavipes,"Meigen, 1804"
1238,9385,Pagurus pugilator,"Roux, 1829"
1239,9396,Diosassus tenuicornis,"Claus, 1863"
1240,9407,Dioxyna elongatula,"Loew, 1844"
1241,9437,Acarus bifidus,"Nitzsch, 1818"
1242,9437,Analges asternalis,"Mégnin, 1877"
1243,9437,Dermaleichus columbae,"Buchholz, 1869"
1244,9437,Dimorphus bifidus,"Nitzsch, 1818"
1245,9437,Megniniella columbae,"Buchholz, 1869"
1246,9473,Diplonevra sordidipennis,"Dufour, 1841"
1247,9475,Diplonevra abdominalis,"Fallén, 1823"
1248,9475,Diplonevra flexuosa,"Egger, 1862"
1249,9475,Diplonevra florea,"Fabricius, 1794"
1250,9475,Diplonevra palpina,"Zetterstedt, 1848"
1251,9475,Diplonevra sororcula,"Van der Wulp, 1871"
1252,9475,Diplonevra versicolor,"Schmitz, 1920"
1253,9476,Diplonevra rostralis,"Schmitz, 1918"
1254,9477,Diplonevra parcepilosa,"Schmitz, 1927"
1255,9478,Diplonevra distincta,"Egger, 1862"
1256,9485,Diplostichus janithrix,"Hartig, 1838"
1257,9485,Diplostichus tenthredinum,"Brauer & von Bergenstamm, 1889"
1258,9502,Dipolydora caulleryi,"Mesnil, 1897"
1259,9502,Polydora caulleryi,"Mesnil, 1897"
1260,9504,Polydora flava,"Claparède, 1870"
1261,9509,Dipturus flossada,"Risso, 1826"
1262,9509,Dipturus intermedia,"Parnell, 1837"
1263,9509,Raja batis,"Linnaeus, 1758"
1264,9529,Trachyuropoda cordieri,"Berlese, 1916"
1265,9530,Celaeno modesta,"Leonardi, 1899"
1266,9530,Discopoma puella,"Berlese, 1910"
1267,9530,Discourella discopomoides,"Berlese, 1910"
1268,9530,Trachyuropoda bella,"Berlese, 1905"
1269,9530,Trichodinychura eucoma,"Willmann, 1951"
1270,9536,Alonella hamatula,"Birge, 1910"
1271,9536,Phrixura hamata,"Birge, 1879"
1272,9537,Phrixura leei,"Chien, 1970"
1273,9538,Phrixura rostrata,"Koch, 1841"
1274,9542,Damaeosoma tricarinata,"Paoli, 1908"
1275,9545,Protapanteles formosus,"Wesmael, 1837"
1276,9549,Corycaeus anglicus,"Lubbock, 1857"
1277,9552,Ditrichophora albifrons,"Meigen, 1830"
1278,9554,Ditropis flavipes,"Signoret, 1865"
1279,9569,Porricondyla hypoxantha,"Panelius, 1965"
1280,9592,Docosia valida,"Winnertz, 1863"
1281,9602,Dolerus thoracicus,"Fallén, 1808"
1282,9616,Dolerus taeniatus,"Zaddach, 1859"
1283,9624,Dolerus megapterus,"Cameron, 1881"
1284,9632,Dolichocephala oblongopunctata,"Dale, 1878"
1285,9633,Dolichocephala novemguttata,"Strobl, 1893"
1286,9636,Apanteles agilla,"Nixon, 1972"
1287,9637,Apanteles albipennis,"Nees, 1834"
1288,9638,Apanteles ate,"Nixon, 1973"
1289,9639,Apanteles breviventris,"Ratzeburg, 1848"
1290,9640,Apanteles britannicus,"Wilkinson, 1941"
1291,9641,Apanteles cheles,"Nixon, 1972"
1292,9642,Apanteles corvinus,"Reinhard, 1880"
1293,9643,Apanteles decorus,"Haliday, 1834"
1294,9644,Apanteles dilectus,"Haliday, 1834"
1295,9645,Apanteles evonymellae,"Bouché, 1834"
1296,9647,Apanteles faucula,"Nixon, 1972"
1297,9648,Apanteles gracilariae,"Wilkinson, 1940"
1298,9649,Apanteles immissus,"Papp, 1977"
1299,9650,Apanteles imperator,"Wilkinson, 1939"
1300,9651,Apanteles infimus,"Haliday, 1834"
1301,9652,Apanteles lacteicolor,"Viereck, 1911"
1302,9653,Apanteles lacteipennis,"Curtis, 1830"
1303,9654,Apanteles laevigatus,"Ratzeburg, 1848"
1304,9655,Apanteles laevigatoides,"Nixon, 1972"
1305,9656,Apanteles lineipes,"Wesmael, 1837"
1306,9658,Apanteles princeps,"Wilkinson, 1941"
1307,9659,Apanteles propinquus,"Papp, 1975"
1308,9660,Apanteles punctiger,"Wesmael, 1837"
1309,9661,Apanteles sicarius,"Marshall, 1885"
1310,9662,Apanteles ultor,"Reinhard, 1880"
1311,9663,Apanteles victor,"Wilkinson, 1941"
1312,9677,Dolichopeza silvicola,"Meigen, 1830"
1313,9677,Dolichopeza sylvicola,"Curtis, 1825"
1314,9695,Dolichopus latelimbatus,"Macquart, 1827"
1315,9702,Dolichopus confinis,"Zetterstedt, 1843"
1316,9703,Dolichopus discifer,"Stannius, 1831"
1317,9705,Dolichopus notabilis,"Zetterstedt, 1843"
1318,9709,Dolichopus fastuosus,"Haliday, 1832"
1319,9711,Dolichopus pennitarsis,"Fallén, 1823"
1320,9713,Dolichopus aemulus,"Loew, 1859"
1321,9716,Dolichopus argentifer,"Loew, 1859"
1322,9724,Dolichopus aeneus,"De Geer, 1976"
1323,9749,Donacia bicolor,"Zschach, 1788"
1324,9756,Donacia malinowskyi,"Ahrens, 1810"
1325,9785,Archidoris pseudoargus,"Rapp, 1827"
1326,9786,Doros conopseus,"Fabricius, 1775"
1327,9840,Dosinia lupina,"Pulteney, 1799"
1328,9841,Doto coronato,"Gmelin, 1791"
1329,9847,Doto spinnatifida,"Montagu, 1804"
1330,9868,Dreissena rostriformis,"Andrusov, 1897"
1331,9887,Drino inconspicua,"Hartig, 1838"
1332,9888,Drino bimaculata,"Hartig, 1838"
1333,9891,Massalongia aceris,"Rübsaamen, 1921"
1334,9901,Drosophila bilineata,"Pomini, 1940"
1335,9902,Drosophila buscki,"Coquillett, 1901"
1336,9903,Drosophila latestriata,"Becker, 1908"
1337,9903,Drosophila unistriata,"Strobl, 1898"
1338,9904,Drosophila cellaris,"Linnaeus, 1758"
1339,9911,Drosophila lugubris,"Duda, 1924"
1340,9912,Drosophila amelophaga,"Loew, 1862"
1341,9912,Drosophila amelophila,"Loew, 1862"
1342,9912,Drosophila fasciata,"Meigen, 1830"
1343,9914,Drosophila obscuroides,"Pomini, 1940"
1344,9916,Drosophila macularis,"Villeneuve, 1921"
1345,9921,Drosophila silvestris,"Basden, 1954"
1346,9924,Drosophila laeta,"Zetterstedt, 1847"
1347,9937,Drymeia obscura,"Meigen, 1826"
1348,9949,Dendrocopos minor,"Linnaeus, 1758"
1349,9958,Neuroctena analis,"Fallén, 1820"
1350,9958,Neuroctena anilis,"Fallén, 1820"
1351,9959,Dryomyza decrepita,"Zetterstedt, 1838"
1352,9960,Dryomyza flaveola,"Fabricius, 1794"
1353,9976,Dubininia dobrevelikovi,"Vassilev, 1958"
1354,9976,Protalges accipitrinus,"Trouessart, 1885"
1355,9978,Dufourea dejeanii,"Lepeletier, 1841"
1356,9978,Halictoides dentiventris,"Nylander, 1848"
1357,9980,Halictoides inermis,"Nylander, 1848"
1358,9981,Dufourea vulgaris,"Schenck, 1861"
1359,10057,Dynatosoma praeusta,"Meigen, 1830"
1360,10060,Dyopedos monacantha,"Metzger, 1875"
1361,10096,Dyschirius luedersi,"Wagner, 1915"
1362,10100,Dysdera crocota,"Koch, 1838"
1363,10107,Dyspetes praerogator,"Thomson, 1883"
1364,10128,Earomyia viridiana,"Meigen, 1826"
1365,10138,Misumenops tricuspidatus,"Fabricius, 1775"
1366,10147,Eccoptomera excisa,"Loew, 1862"
1367,10150,Ecdyonurus fluminum,"Pictet, 1843"
1368,10169,Chaetogammarus marinus,"Leach, 1815"
1369,10169,Gammarus marinus,"Leach, 1815"
1370,10170,Gammarus obtusatus,"Dahl, 1938"
1371,10176,Dermanyssus arcuatus,"Koch, 1839"
1372,10177,Liponyssus isabellinus,"Oudemans, 1913"
1373,10179,Ichoronyssus soricis,"Turk, 1945"
1374,10180,Hirstionyssus talpae,"Zemskaya, 1955"
1375,10193,Echiodon drummondi,"Thompson, 1837"
1376,10211,Hydrobia ventrosa,"Montagu, 1803"
1377,10235,Paracyclops affinis,"Sars, 1863"
1378,10270,Flabellina pedata,"Montagu, 1815"
1379,10273,Edwardsiana staminata,"Ribaut, 1931"
1380,10286,Edwardsiana hippocastani,"Edwards, 1888"
1381,10296,Oribata edwardsi,"Nicolet, 1855"
1382,10300,Egle muscaria,"Fabricius, 1794"
1383,10322,Chironomus carbonarius,"Meigen, 1804"
1384,10323,Chironomus dissidens,"Walker, 1856"
1385,10323,Einfeldia insolita,"Kieffer, 1922"
1386,10324,Einfeldia latidens,"Goetghebuer, 1921"
1387,10325,Electra crustulenta,"Pallas, 1766"
1388,10389,Tachyura diabrachys,"Kolenati, 1845"
1389,10390,Elaphropus hoemorroidalis,"Ponza, 1805"
1390,10426,Elgiva rufa,"Panzer, 1798"
1391,10430,Elipsocus abietis,"Kolbe, 1880"
1392,10430,Elipsocus westwoodi,"McLachlan, 1867"
1393,10431,Elipsocus pallidus,"Jentsch, 1938"
1394,10448,Elodia cloacellae,"Kramer, 1910"
1395,10449,Elodia tragica,"Meigen, 1824"
1396,10450,Eloeophila marmorata,"Meigen, 1818"
1397,10453,Eloeophila dahlei,"Edwards, 1921"
1398,10453,Eloeophila dalei,"Edwards, 1921"
1399,10458,Eluma caelatum,"Miers, 1877"
1400,10458,Eluma purpurascens,"Budde-Lund, 1885"
1401,10468,Miliaria calandra,"Linnaeus, 1758"
1402,10498,Empis cinerea,"Zetterstedt, 1855"
1403,10511,Empis dasythrix,"De Meijere, 1918"
1404,10526,Empis pennaria,"Fallén, 1816"
1405,10526,Empis vernalis,"Meigen, 1822"
1406,10537,Empis ignota,"Meigen, 1830"
1407,10539,Empis parvula,"Egger, 1860"
1408,10540,Empis nepticula,"Loew, 1869"
1409,10542,Empis stigma,"Meigen, 1838"
1410,10543,Empis plumipes,"Zetterstedt, 1842"
1411,10567,Empria baltica,"Conde, 1937"
1412,10570,Empria klugi,"Stephens, 1835"
1413,10580,Encarsia schoeversi,"Smits van Burgst, 1915"
1414,10580,Encarsia shoeversi,"Smits van Burgst, 1915"
1415,10615,Endochironomus notabilis,"Macquart, 1834"
1416,10615,Synendotendipes lepidus,"Meigen, 1830"
1417,10647,Ochthebius exsculptus,"Germar, 1824"
1418,10648,Ochthebius gibbosus,"Germar, 1824"
1419,10651,Enicospilus tournieri,"Vollenhoven, 1879"
1420,10655,Eniochthonius grandjeani,"Van der Hammen, 1952"
1421,10686,Ensis ensis,"Van Urk, 1964"
1422,10687,Ensis americanus,"Gould, 1870"
1423,10687,Ensis directus,"Conrad, 1843"
1424,10688,Ensis arcuatus,"Jeffreys, 1865"
1425,10695,Derostenus amyclas,"Walker, 1839"
1426,10701,Entedon cinereae,"Erdös, 1961"
1427,10701,Entedon leucogramma,"Ratzeburg, 1844"
1428,10716,Entedon euphorion,"Walker, 1839"
1429,10771,Eosentomon ribagai,"Berlese, 1909"
1430,10786,Tipnus unicolor,"Piller & Mitterpacher, 1783"
1431,10788,Epeolus glacialis,"Alfken, 1913"
1432,10789,Epeolus marginatus,"Bischoff, 1930"
1433,10790,Epeolus rozenburgensis,"Van Lith, 1949"
1434,10811,Chitonophora krieghoffi,"Ulmer, 1920"
1435,10811,Ephemerella krieghoffi,"Ulmer, 1920"
1436,10818,Ephippiger ephippiger,"Serville, 1831"
1437,10820,Polymitarcys virgo,"Olivier, 1791"
1438,10843,Epicrius berlesei,"Oudemans, 1939"
1439,10843,Epicrius mollis,"Kramer, 1876"
1440,10843,Epicrius mollis,"Berlese, 1887"
1441,10843,Gamasus horridus,"Kramer, 1876"
1442,10846,Gamasus mollis,"Kramer, 1876"
1443,10846,Epicrius geometricus,"Canestrini & Fanzago, 1877"
1444,10844,Epicriopsis baloghi,"Kandil, 1978"
1445,10844,Epicriopsis langei,"Livshits & Mitrofanov, 1975"
1446,10850,Bufo calamita,"Laurenti, 1768"
1447,10851,Damaeus glabriseta,"Willmann, 1930"
1448,10854,Epidapus melina,"Schmitz, 1915"
1449,10856,Dermatophagus gallinarum,"Fiedberger, 1881"
1450,10856,Symbiotes avium,"Caparini, 1880"
1451,10863,Epilohmannia verrucosa,"Jacot, 1934"
1452,10863,Lesseria szanisloi,"Oudemans, 1917"
1453,10899,Epiphragma pictum,"Fabricius, 1798"
1454,10914,Epistrophe bifasciatus,"Fabricius, 1794"
1455,10914,Epistrophe trifasciatus,"Strobl, 1880"
1456,10917,Epistrophe melanostomoides,"Strobl, 1880"
1457,10919,Epistrophe similis,"Doczkal & Schmid, 1994"
1458,10922,Meligramma euchroma,"Kowarz, 1885"
1459,10938,Epoicocladius flavens,"Malloch, 1915"
1460,10959,Epuraea abietina,"Sahlberg, 1889"
1461,10981,Eremophila alpestris,"Gmelin, 1789"
1462,10983,Eresus cinnaberinus,"Van Hasselt, 1879"
1463,10992,Eribolus plana,"De Meijere, 1918"
1464,10993,Eribolus leptomyzoides,"De Meijere, 1918"
1465,10993,Eribolus sudeticus,"Becker, 1910"
1466,11006,Epitetracnemus dendripennis,"Ratzeburg, 1848"
1467,11006,Epitetracnemus pictipennis,"Six, 1867"
1468,11006,Epitetracnemus zetterstedti,"Westwood, 1837"
1469,11027,Erigone capra,"Simon, 1884"
1470,11039,Uhleria araucariae,"Maskell, 1879"
1471,11041,Erioconopa ciliaris,"Schummel, 1829"
1472,11054,Eriophyes paderineus,"Nalepa, 1909"
1473,11060,Eriophyes rudis,"Nalepa, 1918"
1474,11077,Erioptera macrophthalma,"Loew, 1871"
1475,11078,Erioptera gemina,"Tjeder, 1967"
1476,11083,Erioptera taenionota,"Meigen, 1818"
1477,11084,Erioptera meyerei,"Edwards, 1921"
1478,11095,Eriothrix lateralis,"Fabricius, 1775"
1479,11098,Eristalinus sepulcralis,"Linnaeus, 1758"
1480,11099,Eristalis lucorum,"Meigen, 1838"
1481,11104,Eristalis lineata,"Harris, 1776"
1482,11105,Eristalis furva,"Verrall, 1901"
1483,11107,Eristalis interrupta,"Poda, 1761"
1484,11107,Eristalis sylvarum,"Meigen, 1822"
1485,11108,Eristalis pseudorupium,"Kanervo, 1938"
1486,11108,Eristalis vitripennis,"Strobl, 1893"
1487,11112,Eristalis pratorum,"Meigen, 1822"
1488,11113,Eristalis campestris,"Meigen, 1822"
1489,11113,Eristalis hortorum,"Meigen, 1822"
1490,11117,Ernestia minor,"Nielsen, 1917"
1491,11117,Ernestia nielseni,"Villeneuve, 1921"
1492,11119,Ernestia strenua,"Meigen, 1824"
1493,11124,Ernobius densicornis,"Mulsant & Rey, 1863"
1494,11138,Erpobdella testacea,Brandes
1495,11150,Erycilla rutilla,"Rondani, 1859"
1496,11151,Erynnia nitida,"Robineau-Desvoidy, 1830"
1497,11159,Carpodacus erythrinus,"Pallas, 1770"
1498,11162,Cercion lindenii,"Selys, 1840"
1499,11166,Mocuellus metrius,"Flor, 1861"
1500,11187,Ethiromyia chalybeus,"Wiedemann, 1817"
1501,11187,Hercostomus chalybaeus,"Wiedemann, 1817"
1502,11187,Hercostomus chalybeus,"Wiedemann, 1817"
1503,11197,Thoralus cranchii,"Leach, 1817"
1504,11223,Bosmina coregoni,"Baird, 1857"
1505,11224,Bosmina crassicornis,"Lilljeborg, 1887"
1506,11225,Eubosmina coregoni,"Uljanin, 1874"
1507,11226,Eubosmina coregoni,"Schoedler, 1866"
1508,11227,Bosmina longispina,"Leydig, 1860"
1509,11250,Eucera tuberculata,"Fabricius, 1793"
1510,11258,Opercularella hincksii,"Hartlaub, 1897"
1511,11274,Callistege mi,"Clerck, 1759"
1512,11330,Eudendrium tenellum,"Allman, 1877"
1513,11345,Witlesia pallida,"Curtis, 1827"
1514,11357,Eudorylas fascipes,"Zetterstedt, 1844"
1515,11374,Eremaeus major,"Mihelcic, 1953"
1516,11374,Eremaeus oblongus,"Koch, 1836"
1517,11375,Eremaeus fuguratus,"Winkler, 1956"
1518,11375,Eremaeus granulatus,"Mihelcic, 1955"
1519,11377,Parasitus berlesei,"Willmann, 1935"
1520,11379,Gamasus crassitarsus,"Halbert, 1923"
1521,11380,Eugamasus magnus,"Nicolet, 1855"
1522,11380,Eugamasus magnus,"Oudemans, 1915"
1523,11380,Gamasus magnus,"Kramer, 1876"
1524,11382,Pisidium casertanum,"Poli, 1791"
1525,11384,Pisidium conventus,"Clessin, 1877"
1526,11385,Pisidium globulare,"Clessin, 1873"
1527,11386,Pisidium henslowanum,"Sheppard, 1823"
1528,11387,Pisidium hibernicum,"Westerlund, 1894"
1529,11388,Pisidium milium,"Held, 1836"
1530,11389,Pisidium nitidum,"Jenyns, 1832"
1531,11390,Pisidium obtusale,"Lamarck, 1818"
1532,11391,Pisidium personatum,"Malm, 1855"
1533,11392,Pisidium pseudosphaerium,"Favre, 1927"
1534,11393,Pisidium pulchellum,"Jenyns, 1832"
1535,11394,Pisidium subtruncatum,"Malm, 1855"
1536,11395,Pisidium supinum,"Schmidt, 1851"
1537,11411,Gamasus stabularis,"Koch, 1840"
1538,11411,Laelaps stabularis,"Koch, 1839"
1539,11413,Eulalia bilineata,"Johnston, 1839"
1540,11415,Eulalia viridis,"Johnston, 1829"
1541,11423,Euleia centauriae,"Fabricius, 1794"
1542,11423,Euleia heracleii,"Linnaeus, 1758"
1543,11423,Euleia heraclii,"Linnaeus, 1758"
1544,11427,Spelobia ochripes,"Meigen, 1830"
1545,11432,Arthronothrus biunguiculatus,"Trägårdh, 1910"
1546,11433,Cyclogastrella deplanata,"Nees, 1834"
1547,11442,Eumea westermanni,"Zetterstedt, 1844"
1548,11449,Eumerus tuberculatus,"Rondani, 1857"
1549,11466,Nereis elitoralis,"Eliason, 1962"
1550,11467,Nereis longisima,"Johnston, 1840"
1551,11484,Tetrastichus asparagi,"Crawford, 1909"
1552,11484,Tetrastichus ulmi,"Erdös, 1954"
1553,11495,Pelops planicornis,"Willmann, 1931"
1554,11496,Eupelops bilobus,"Sellnick, 1928"
1555,11501,Pelops acromios,"Mihelcic, 1957"
1556,11501,Pelops auritus,"Koch, 1839"
1557,11501,Pelops fusiger,"Mihelcic, 1957"
1558,11501,Pelops laevigatus,"Nicolet, 1855"
1559,11505,Eupeodes latilunulatus,"Collin, 1931"
1560,11523,Euphthiracarus mixtus,"Mahunka, 1979"
1561,11590,Euplectus karsteni,"Reichenbach, 1816"
1562,11591,Euplectus fauveli,"Guillebeau, 1888"
1563,11640,Eurithia conjugata,"Zetterstedt, 1852"
1564,11642,Dermatophagoides dalarnaensis,"Sellnick, 1958"
1565,11642,Dermatophagoides longior,"Trouessart, 1897"
1566,11642,Mealia longior,"Trouessart, 1897"
1567,11643,Dermatophagoides magnei,"Cooreman, 1950"
1568,11643,Mealia magnei,"Cooreman, 1950"
1569,11654,Eurychaeta distinguenda,"Villeneuve, 1924"
1570,11655,Eurycnemus elegans,"Meigen, 1818"
1571,11670,Gamasus emarginatus,"Koch, 1839"
1572,11670,Gamasus setiger,"Koch, 1839"
1573,11670,Gamasus terribilis,"Michael, 1886"
1574,11683,Eurysthaea hyponomeutae,"Stein, 1924"
1575,11683,Eurysthaea yponomeutae,"Rondani, 1861"
1576,11687,Eurytemora hirundoides,"Nordquist, 1888"
1577,11700,Eupelmus degeeri,"Dalman, 1820"
1578,11716,Eurytoma atra,"Nees, 1834"
1579,11716,Eurytoma tibialis,"Boheman, 1836"
1580,11733,Seiulus finlandicus,"Oudemans, 1915"
1581,11745,Eusphalerum abdominale,"Gravenhorst, 1806"
1582,11753,Euspira pulchella,"Risso, 1826"
1583,11757,Pterolichus cultrifer,"Robin, 1877"
1584,11779,Euthycera fenestrata,"Macquart, 1835"
1585,11779,Euthycera reticulata,"Fallén, 1820"
1586,11779,Euthycera rufifrons,"Fabricius, 1781"
1587,11783,Euthyneura rostrata,"Zetterstedt, 1842"
1588,11785,Octocanna gegenbauri,"Haeckel, 1864"
1589,11785,Octorchis gegenbauri,"Haeckel, 1864"
1590,11791,Eutomostethus ephippium,"Konow, 1887"
1591,11802,Eutropha sulcata,"Van der Wulp, 1871"
1592,11823,Carabodes nitens,"Johnston, 1853"
1593,11823,Euzetes aterrimus,"Sellnick, 1928"
1594,11823,Oribates seminulum,"Oudemans, 1896"
1595,11849,Hyletastis ostrinus,"Koch, 1836"
1596,11849,Iphis ostrinus,"Koch, 1836"
1597,11874,Exechia guttiventris,"Meigen, 1830"
1598,11874,Exechia lateralis,"Meigen, 1818"
1599,11875,Exechia interrupta,"Landrock, 1909"
1600,11883,Exechia pallida,"Stannius, 1831"
1601,11888,Exechiopsis tenuicornis,"Van der Wulp, 1859"
1602,11896,Exephanes tricolor,"Tischbein, 1881"
1603,11917,Exhylanthrax afer,"Fabricius, 1794"
1604,11944,Exogone dispar,"Webster, 1879"
1605,11947,Anomala orientalis,"Waterhouse, 1875"
1606,11953,Exorista vidua,"Meigen, 1824"
1607,11983,Pteroptus euryalis,"Canestrini, 1884"
1608,11992,Fabricia sabella,"Ehrenberg, 1836"
1609,11993,Argynnis adippe,"Denis & Schiffermüller, 1775"
1610,11994,Argynnis niobe,"Linnaeus, 1758"
1611,11995,Luperina zollikoferi,"Freyer, 1836"
1612,11996,Angulus fabula,"Gmelin, 1791"
1613,11996,Tellina fabula,"Gmelin, 1791"
1614,12000,Trissemus impressus,"Panzer, 1803"
1615,12002,Fagocyba cruenta,"Edwards, 1878"
1616,12002,Fagocyba douglasi,"Edwards, 1878"
1617,12018,Dermaleichus rostratus,"Buchholz, 1869"
1618,12018,Falciger rostratus,"Trouessart, 1885"
1619,12024,Fannia stygia,"Meigen, 1826"
1620,12028,Fannia floricola,"Meigen, 1826"
1621,12034,Fannia mutica,"Zetterstedt, 1845"
1622,12036,Fannia hamata,"Macquart, 1835"
1623,12048,Fannia pretiosa,"Schiner, 1862"
1624,12063,Favonia quercus,"Linnaeus, 1758"
1625,12063,Neozephyrus quercus,"Linnaeus, 1758"
1626,12065,Orconectes immunis,"Hagen, 1870"
1627,12066,Orconectes juvenilis,"Hagen, 1870"
1628,12067,Orconectes limosus,"Rafinesque, 1817"
1629,12068,Orconectes rusticus,"Girard, 1852"
1630,12069,Orconectes virilis,"Hagen, 1870"
1631,12074,Feltiella persicae,"Kieffer, 1912"
1632,12074,Feltiella tetranychi,"Rübsaamen, 1910"
1633,12074,Therodiplosis persicae,"Kieffer, 1912"
1634,12074,Therodiplosis tetranychi,"Rübsaamen, 1910"
1635,12075,Mycodiplosis pini,"Felt, 1907"
1636,12090,Ferdinandea nigrifrons,"Egger, 1860"
1637,12095,Ferrissia fragilis,"Tryon, 1863"
1638,12139,Flabellina lineata,"Lovén, 1846"
1639,12141,Alona costata,"Sars, 1862"
1640,12142,Alona rustica,"Scott, 1895"
1641,12143,Alona weltneri,"Keilhack, 1905"
1642,12163,Folsomia nana,"Gisin, 1957"
1643,12164,Folsomia multiseta,"Stach, 1947"
1644,12167,Folsomia thalassophila,"Bagnall, 1940"
1645,12169,Folsomia montigena,"Stach, 1946"
1646,12174,Euripersia tomlini,"Newstead, 1892"
1647,12176,Forcellinia fungivora,"Zachvatkin, 1941"
1648,12176,Tyroglyphus mycolichus,"Oudemans, 1909"
1649,12176,Tyroglyphus wasmanni,"Moniez, 1892"
1650,12180,Forcipomyia geniculata,"Guérin-Méneville, 1833"
1651,12180,Forcipomyia trichoptera,"Meigen, 1804"
1652,12183,Forcipomyia boleti,"Kieffer, 1901"
1653,12192,Forcipomyia latipalpis,"Kieffer, 1901"
1654,12197,Forcipomyia divaricata,"Winnertz, 1852"
