synonym_id,species_id,synonym_name,identification_reference
3458,23939,Proctophyllodes arcuaticaulis,"Poppe, 1889"
3459,23939,Proctophyllodes mirus,"Cerny, 1961"
3460,23942,Dermaleichus picae,"Koch, 1840"
3461,23942,Proctophyllodes aquaticus,"Vitzthum, 1922"
3462,23943,Analges pinnatus,"Nitzsch, 1818"
3463,23943,Proctophyllodes profuses,"Robin, 1868"
3464,23945,Proctophyllodes clavatus,"Fritsch, 1961"
3465,23947,Dermaleichus acredulinus,"Koch, 1841"
3466,23947,Dermaleichus stylifer,"Buchholz, 1869"
3467,23956,Prodiamesa notata,"Staeger, 1839"
3468,23956,Prodiamesa praecox,"Kieffer, 1900"
3469,23990,Oenopota turricula,"Montagu, 1803"
3470,23993,Amblyseius jugortus,"Athias-Henriot, 1966"
3471,23994,Typhlodromus levis,"Wainstein, 1960"
3472,23994,Typhlodromus okanagensis,"Chant, 1957"
3473,23995,Typhlodromus sororculus,"Wainstein, 1960"
3474,24002,Prosena sybarita,"Rondani, 1861"
3475,24012,Sphaerosyllis tetralix,"Eliason, 1920"
3476,24021,Potosia fieberi,"Kraatz, 1880"
3477,24022,Protaetia lugubris,"Herbst, 1786"
3478,24023,Protaetia cuprea,"Herbst, 1782"
3479,24061,Chortodes brevilinea,"Fenn, 1864"
3480,24063,Protearomyia inaequalis,"Loew, 1873"
3481,24086,Protocalliphora caerulea,"Robineau-Desvoidy, 1830"
3482,24093,Protogamasellus primitivus,"Karg, 1962"
3483,24093,Rhodacarellus mica,"Athias-Henriot, 1961"
3484,24094,Leioseius singularis,"Karg, 1962"
3485,24104,Protonemura fumosa,"Ris, 1902"
3486,24105,Protophormia coerulea,"Robineau-Desvoidy, 1830"
3487,24105,Protophormia groenlandica,"Zetterstedt, 1838"
3488,24112,Oribata oblonga,"Ewing, 1909"
3489,24133,Zercon fimbriatus,"Koch, 1839"
3490,24133,Zercon trigonus,"Berlese, 1904"
3491,24135,Zercon traegardhi,"Halbert, 1923"
3492,24137,Accentor modularis,L.
3493,24165,Kefersteinia cirrata,"Keferstein, 1862"
3494,24172,Psammoryctides barbatus,"Grube, 1891"
3495,24178,Psammotettix exilis,"Wagner, 1941"
3496,24198,Psectrocladius edwardsi,"Brundin, 1949"
3497,24199,Psectrocladius dilatatus,"Van der Wulp, 1859"
3498,24206,Psectrocladius albinervis,"Van der Wulp, 1874"
3499,24206,Psectrocladius stratiotis,"Kieffer, 1908"
3500,24217,Psenulus brevitarsis,"Merisuo, 1937"
3501,24223,Pseudachipteria magnus,"Sellnick, 1928"
3502,24224,Pseudachorutes clavatus,"Börner, 1901"
3503,24237,Pseudamussium septemradiatum,"Müller, 1776"
3504,24272,Hypsibius augusti,"Murray, 1907"
3505,24295,Chorthippus montanus,"Charpentier, 1825"
3506,24296,Chorthippus parallelus,"Zetterstedt, 1821"
3507,24305,Pseudocuma longicornis,"Bate, 1858"
3508,24306,Pseudocuma similis,"Sars, 1900"
3509,24310,Trigonalis hahnii,"Spinola, 1840"
3510,24313,Laelaps doderoi,"Berlese, 1910"
3511,24326,Dichochrysa flavifrons,"Brauer, 1850"
3512,24327,Dichochrysa inornata,"Navás, 1901"
3513,24328,Dichochrysa prasina,"Burmeister, 1839"
3514,24329,Dichochrysa ventralis,"Curtis, 1834"
3515,24332,Pseudomalus auratus,"Abeille de Perrin, 1877"
3516,24341,Pseudonapomyza acuticornis,"Loew, 1858"
3517,24343,Pseudopachystylum goniaeoides,"Zetterstedt, 1838"
3518,24346,Gymnolaelaps anomalis,"Willmann, 1951"
3519,24346,Laelaps dentatus,"Halbert, 1920"
3520,24346,Laelapsoides dentatus,"Halbert, 1920"
3521,24347,Ololaelaps germanicus,"Karg, 1965"
3522,24374,Pseudorthocladius cranstoni,"Saether & Sublette, 1983"
3523,24384,Pseudosmittia curticosta,"Edwards, 1929"
3524,24387,Smittia brevifurcata,"Edwards, 1926"
3525,24411,Anoplodera livida,"Fabricius, 1777"
3526,24417,Acarus vegetans,"DeGeer, 1768"
3527,24417,Uropoda alfkeni,"Oudemans, 1903"
3528,24417,Uropoda vegetans,"DeGeer, 1768"
3529,24423,Pteroscolus ortygometrae,"Canestrini, 1878"
3530,24426,Psychophagus processionae,"Ratzeburg, 1844"
3531,24426,Psychophagus puparum,"Linnaeus, 1758"
3532,24474,Dermatodectes cuniculi,"Delafond, 1859"
3533,24474,Psoroptes caprae,"Railliet, 1893"
3534,24474,Psoroptes cervinus,"Ward, 1915"
3535,24474,Psoroptes cuniculi,"Delafond, 1859"
3536,24474,Psoroptes hippotis,"Railliet & Henry, 1920"
3537,24474,Psoroptes natalensis,"Hirst, 1919"
3538,24474,Psoroptes ovis,"Hering, 1838"
3539,24474,Sarcoptes communis,"Hering, 1838"
3540,24474,Sarcoptes equi,"Hering, 1838"
3541,24474,Sarcoptes ovis,"Hering, 1838"
3542,24477,Psychoda parthenogenetica,"Tonnoir, 1940"
3543,24477,Psychoda severini,"Tonnoir, 1922"
3544,24478,Tinearia alternata,"Say, 1824"
3545,24485,Tinearia lativentris,"Berdén, 1952"
3546,24492,Psychoda surcoufi,"Tonnoir, 1922"
3547,24506,Psylliodes chalcomerus,"Illiger, 1807"
3548,24507,Psylliodes chrysocephalus,"Linnaeus, 1758"
3549,24510,Psylliodes dulcamare,"Koch, 1803"
3550,24532,Ptenidium brisoutii,"Matthews, 1872"
3551,24535,Ptenidium corpulentum,"Allibert, 1847"
3552,24541,Dermaleichus stellaris,"Buchholz, 1869"
3553,24541,Hartingia stellaris,"Buchholz, 1869"
3554,24541,Protalges stellaris,"Buchholz, 1869"
3555,24541,Pteralloptes gambettae,"Oudemans, 1904"
3556,24543,Pterella intricata,"Meigen, 1824"
3557,24560,Pteromalus inflexus,"Ratzeburg, 1848"
3558,24562,Pteromalus cyniphidis,"Vikberg, & al., 2006"
3559,24573,Pteromalus ericae,"Walker, 1833"
3560,24573,Pteromalus parvinucha,"Thomson, 1878"
3561,24580,Pteromalus tenuicornis,"Foerster, 1841"
3562,24591,Roptrocerus eccoptogastri,"Ratzeburg, 1844"
3563,24593,Pteromicra nigrimana,"Meigen, 1830"
3564,24593,Pteromicra sororcula,"Meigen, 1830"
3565,24595,Acarus pari,"Linnaeus, 1758"
3566,24596,Dermaleichus parinus,"Koch, 1840"
3567,24622,Cerobasis brittannicus,"Harrison, 1916"
3568,24636,Ptilium canaliculatum,"Erichson, 1845"
3569,24649,Pterolichus phoenicopteri,"Mégnin & Trouessart, 1884"
3570,24650,Pterolichus major,"Mégnin & Trouessart, 1884"
3571,24659,Ptinus moorei,"Iablokoff-Khnzorian & Karapetyan, 1991"
3572,24701,Pullimosina antennata,"Duda, 1918"
3573,24715,Oribata avenifera,"Michael, 1884"
3574,24726,Pycnogonum littorale,"Ström, 1762"
3575,24756,Pyrellia aenea,"Zetterstedt, 1838"
3576,24756,Pyrellia calida,"Robineau-Desvoidy, 1830"
3577,24756,Pyrellia ignita,"Robineau-Desvoidy, 1830"
3578,24756,Pyrellia serena,"Meigen, 1826"
3579,24758,Turbonilla rufa,"Philippi, 1836"
3580,24788,Minotetrastichus cyclogaster,"Ratzeburg, 1844"
3581,24788,Minotetrastichus ecus,"Walker, 1839"
3582,24811,Velleius dilatatus,"Fabricius, 1787"
3583,24812,Quedius assimilis,"Nordmann, 1837"
3584,24820,Quedius tristis,"Gravenhorst, 1802"
3585,24828,Quedius nigrocoeruleus,"Fauvel, 1876"
3586,24831,Quedius aridulus,"Jansson, 1939"
3587,24849,Rabdophaga inchbaldiana,"Mik, 1886"
3588,24850,Rabdophaga repenticola,"Stelter, 1964"
3589,24851,Rhabdophaga ramicola,"Rübsaamen, 1916"
3590,24853,Rabdophaga dubia,"Kieffer, 1891"
3591,24855,Rabdophaga gemmarum,"Rübsaamen, 1916"
3592,24858,Dasineura repentis,"Skuhravá, 1986"
3593,24858,Rabdophaga repentis,"Skuhravá, 1986"
3594,24860,Rabdophaga oculiperda,"Rübsaamen, 1921"
3595,24861,Dasineura marginemtorquens,"Bremi, 1847"
3596,24862,Rabdophaga noduli,"Rübsaamen, 1895"
3597,24864,Rabdophaga superna,"Kieffer, 1897"
3598,24894,Ragas minuta,"Zetterstedt, 1842"
3599,24894,Ragas saltella,"Six, 1868"
3600,24904,Raja fyllae,"Lütken, 1888"
3601,24906,Epidermoptes rallicola,"Fain & Bochkov, 2003"
3602,24931,Protapanteles calceatus,"Haliday, 1834"
3603,24932,Protapanteles marginatus,"Nees, 1834"
3604,24936,Ravinia haematodes,"Meigen, 1826"
3605,24936,Ravinia striata,"Fabricius, 1794"
3606,24938,Recilia coronifera,"Marshall, 1866"
3607,24947,Regulus ignicapillus,"Temminck, 1820"
3608,24952,Reichertella integrata,"Walker, 1856"
3609,24964,Plemeliella betulicola,"Kieffer, 1889"
3610,24979,Cylichnina umbilicata,"Montagu, 1803"
3611,25002,Rhadinopsylla isacantha,"Smit, 1957"
3612,25025,Rhagoletis signata,"Meigen, 1826"
3613,25026,Rhagoletis indifferens,"Curran, 1932"
3614,25036,Rhagonycha limbata,"Thomson, 1864"
3615,25047,Rhamphomyia bicolor,"Macquart, 1823"
3616,25047,Rhamphomyia pennata,"Macquart, 1827"
3617,25048,Rhamphomyia filata,"Zetterstedt, 1842"
3618,25050,Rhamphomyia subcinerascens,"Collin, 1926"
3619,25053,Rhamphomyia hirsutipes,"Collin, 1926"
3620,25053,Rhamphomyia serotina,"De Meijere, 1918"
3621,25057,Rhamphomyia gracilipes,"Loew, 1840"
3622,25057,Rhamphomyia squamigera,"Loew, 1840"
3623,25059,Rhamphomyia dispar,"Zetterstedt, 1838"
3624,25062,Rhamphomyia pulicaria,"Loew, 1869"
3625,25064,Rhamphomyia platyptera,"Panzer, 1794"
3626,25066,Rhamphomyia pulchra,"Egger, 1860"
3627,25068,Rhamphomyia nitidicollis,"Frey, 1913"
3628,25070,Rhamphomyia dentipes,"Zetterstedt, 1842"
3629,25076,Rhamphomyia propinqua,"De Meijere, 1918"
3630,25083,Rhamphomyia tenuirostris,"Fallén, 1816"
3631,25088,Rhantus notatus,"Fabricius, 1781"
3632,25089,Nartus grapii,"Gyllenhal, 1808"
3633,25102,Rhaphium zetterstedti,"Parent, 1925"
3634,25103,Rhaphium spinicoxa,"Loew, 1850"
3635,25104,Rhaphium discolor,"Zetterstedt, 1838"
3636,25110,Rhaphium bilamellatum,"Becker, 1918"
3637,25111,Rhaphium nemorum,"Meigen, 1830"
3638,25117,Rhaphium praerosum,"Loew, 1850"
3639,25122,Rheocricotopus dispar,"Goetghebuer, 1913"
3640,25124,Rheomorpha neizvestnovae,"Lastockin, 1935"
3641,25135,Halticoptera smaragdina,"Walker, 1833"
3642,25139,Rhingia austriaca,"Meigen, 1830"
3643,25154,Sternostomum rhinolethrum,"Trouessart, 1895"
3644,25157,Oppiella dubia,"Hammer, 1962"
3645,25158,Damaeosoma vitrinum,"Hull, 1914"
3646,25164,Gymnetron antirrhini,"Paykull, 1800"
3647,25165,Gymnetron asellus,"Gravenhorst, 1807"
3648,25166,Gymnetron collinum,"Gyllenhal, 1813"
3649,25166,Rhinusa collinum,"Gyllenhal, 1813"
3650,25167,Gymnetron hispidum,"Brullé, 1832"
3651,25168,Gymnetron linariae,"Panzer, 1795"
3652,25169,Gymnetron netum,"Germar, 1821"
3653,25170,Gymnetron tetrum,"Fabricius, 1793"
3654,25171,Gymnetron thapsicola,"Germar, 1821"
3655,25174,Rhipidia duplicata,"Doane, 1900"
3656,25179,Rhithrogena iridina,"Sowa, 1971"
3657,25180,Rhithrogena diaphana,"Navas, 1916"
3658,25185,Rhizocaulus verticillata,"Linnaeus, 1758"
3659,25186,Acanthococcus devoniensis,"Green, 1896"
3660,25186,Eriococcus devoniensis,"Green, 1896"
3661,25187,Acanthococcus greeni,"Newstead, 1898"
3662,25187,Eriococcus greeni,"Newstead, 1898"
3663,25192,Rhizoglyphus callae,"Oudemans, 1924"
3664,25192,Rhizoglyphus lucasii,"Hughes, 1948"
3665,25192,Tyroglyphus echinopus,"Fumouze & Robin, 1868"
3666,25194,Rhizoglyphus engeli,"Van Eyndhoven, 1968"
3667,25194,Rhizoglyphus hyacinthi,"Banks, 1937"
3668,25194,Rhizoglyphus solani,"Oudemans, 1924"
3669,25196,Cyanostolus aeneus,"Richter, 1820"
3670,25201,Rhizophagus parvulus,"Paykull, 1800"
3671,25218,Rhodacarus ancorae,"Karg, 1971"
3672,25226,Rhodeus sericeus,"Pallas, 1776"
3673,25226,Rhodeus sericeus,"Bloch, 1782"
3674,25233,Pempelia formosa,"Haworth, 1811"
3675,25248,Anoetus lanceocrinus,"Oudemans, 1914"
3676,25248,Anoetus tienhoveni,"Oudemans, 1926"
3677,25248,Histiostoma fimetarium,"Canestrini & Berlese, 1882"
3678,25253,Misopatha baccarum,"Wachtl, 1883"
3679,25268,Rhopalopyx elongatus,"Wagner, 1952"
3680,25275,Rhopalosifoninus staphyleae,"Koch, 1854"
3681,25309,Rhyacodrilus coccineus,"Vejdovský, 1875"
3682,25312,Rhyacodrilus subterraneus,"Hrabe, 1931"
3683,25314,Rhyacophila septentrionis,MacLachlan
3684,25324,Rynchotalona falcata,"Sars, 1862"
3685,25344,Phthiracarus canestrinii,"Michael, 1898"
3686,25344,Tritia lentula,"Berlese, 1887"
3687,25355,Rhizopertha dominica,"Fabricius, 1792"
3688,25395,Epidermoptes bifurcata,"Rivolta, 1876"
3689,25402,Gastrochaena dubia,"Pennant, 1777"
3690,25407,Metrioptera roeselii,"Hagenbach, 1872"
3691,25414,Rondania punctulata,"Van der Wulp, 1869"
3692,25416,Rondaniella variegata,"Winnertz, 1863"
3693,25423,Raja alba,"Lacepède, 1803"
3694,25444,Cuthona amoena,"Alder & Hancock, 1845"
3695,25444,Trinchesia amoena,"Alder & Hancock, 1845"
3696,25445,Cuthona rubescens,"Picton & Brown, 1978"
3697,25445,Trinchesia rubescens,"Picton & Brown, 1978"
3698,25446,Venerupis decussata,"Linnaeus, 1758"
3699,25447,Tapes philippinarum,"Adams & Reeve, 1850"
3700,25447,Venerupis philippinarum,"Adams & Reeve, 1850"
3701,25449,Rugilus scutellatus,"Motschulsky, 1858"
3702,25456,Nenteria breviunguiculata,"Willmann, 1949"
3703,25456,Pseuduropoda breviunguiculata,"Willmann, 1949"
3704,25458,Acalles hypocritus,"Boheman, 1837"
3705,25462,Leptura maculata,"Poda, 1761"
3706,25462,Strangalia maculata,"Poda, 1761"
3707,25464,Bryaxis laminata,"Motschulsky, 1836"
3708,25467,Rymosia minor,"Landrock, 1925"
3709,25476,Sabellaria spinulosa,"Leuckart, 1849"
3710,25479,Adelges abietis,"Linnaeus, 1758"
3711,25483,Phlyctidobia solmsi,"Kieffer, 1906"
3712,25500,Liocranum rutilans,"Thorell, 1875"
3713,25506,Sagra purpurea,Horn
3714,25532,Rhinosimus ruficollis,"Linnaeus, 1760"
3715,25533,Saltella scutellaris,"Fallén, 1820"
3716,25542,Caloglyphus rodionovi,"Zachvatkin, 1941"
3717,25542,Tyroglyphus berlesei,"Michael, 1903"
3718,25543,Tyroglyphus mycophagus,"Berlese, 1881"
3719,25543,Tyroglyphus mycophagus,"Mégnin, 1874"
3720,25569,Sapromyza sordida,"Haliday, 1833"
3721,25574,Sapromyza simplex,"Loew, 1847"
3722,25578,Sapromyza bipunctata,"Meigen, 1830"
3723,25578,Sapromyza quadricincta,"Becker, 1895"
3724,25579,Sapromyza quadripunctata,"Linnaeus, 1767"
3725,25585,Sarcophaga cruentata,"Meigen, 1826"
3726,25585,Sarcophaga nurus,"Rondani, 1860"
3727,25588,Sarcophaga setipennis,"Rondani, 1860"
3728,25591,Sarcophaga falculata,"Pandellé, 1896"
3729,25592,Sarcophaga scoparia,"Pandellé, 1896"
3730,25593,Sarcophaga schulzi,"Müller, 1922"
3731,25593,Sarcophaga vulgaris,"Rohdendorf, 1937"
3732,25595,Sarcophaga offuscata,"Meigen, 1826"
3733,25596,Sarcophaga iuvenis,"Rondani, 1860"
3734,25596,Sarcophaga juvenis,"Rondani, 1860"
3735,25610,Sarcophaga obscurata,"Rohdendorf, 1937"
3736,25613,Sarcophaga clathrata,"Meigen, 1826"
3737,25616,Sarcophaga laciniata,"Pandellé, 1896"
3738,25617,Sarcophaga vicina,"Villeneuve, 1899"
3739,25620,Sarcophaga frenata,"Pandellé, 1896"
3740,25621,Sarcophaga atropos,"Meigen, 1826"
3741,25624,Acarus scabiei,"Linnaeus, 1758"
3742,25624,Acarus sira,"Linnaeus, 1758"
3743,25624,Sarcoptes equi,"Rainbow, 1906"
3744,25624,Sarcoptes homines,"Raspail, 1834"
3745,25624,Sarcoptes suis,"Seddon, 1952"
3746,25624,Sarcoptes wombati,"Railliet, 1893"
3747,25626,Theridion blackwalli,"Cambridge, 1871"
3748,25628,Sargus reaumuri,"Meigen, 1804"
3749,25631,Sargus infuscatus,"Meigen, 1822"
3750,25635,Amphiascus tenellus,"Sars, 1906"
3751,25637,Coryne lovenii,"Sars, 1846"
3752,25638,Coryne sarsii,"Lovén, 1836"
3753,25638,Sarsia sarsii,"Lovén, 1836"
3754,25641,Protapanteles eugeni,"Papp, 1972"
3755,25642,Protapanteles falcatus,"Nees, 1834"
3756,25643,Protapanteles fausta,"Nixon, 1973"
3757,25644,Protapanteles lateralis,"Haliday, 1834"
3758,25651,Savignya frontata,"Blackwall, 1833"
3759,25653,Saxicola maura,"Pallas, 1773"
3760,25658,Scaeva unicolor,"Curtis, 1834"
3761,25689,Scaptodrosophila guyenoti,"Burla, 1948"
3762,25691,Scaptomyza apicalis,"Hardy, 1849"
3763,25691,Scaptomyza flaveola,"Meigen, 1830"
3764,25692,Scaptomyza incana,"Meigen, 1830"
3765,25692,Scaptomyza tetrasticha,"Becker, 1908"
3766,25693,Scaptomyza disticha,"Duda, 1921"
3767,25694,Eumaeus inexpectatus,"Oudemans, 1903"
3768,25694,Hyletastis inexpectatus,"Oudemans, 1903"
3769,25699,Scatella sorbillans,"Haliday, 1839"
3770,25701,Scatella aestuans,"Haliday, 1833"
3771,25703,Scathophaga semiatra,"De Meijere, 1907"
3772,25703,Scathophaga squalida,"Meigen, 1826"
3773,25706,Scathophaga maculipes,"Zetterstedt, 1846"
3774,25708,Scathophaga merdaria,"Fabricius, 1794"
3775,25709,Scathophaga spurca,"Meigen, 1826"
3776,25714,Scatophila flavitarsis,"Zetterstedt, 1846"
3777,25714,Scatophila laevigata,"Loew, 1860"
3778,25718,Scatopsciara falsaria,"Winnertz, 1867"
3779,25718,Scatopsciara vivida,"Winnertz, 1867"
3780,25727,Anarete coracina,"Zetterstedt, 1851"
3781,25727,Scatopsciara coracina,"Zetterstedt, 1851"
3782,25727,Scatopsciara quinquelineata,"Macquart, 1834"
3783,25742,Sceptonia nitida,"Meigen, 1830"
3784,25748,Oribata lucasi,"Nicolet, 1855"
3785,25748,Oribates michaeli,"Hull, 1914"
3786,25755,Halticoptera poreira,"Walker, 1848"
3787,25779,Schizohelea copiosus,"Winnertz, 1852"
3788,25806,Dugesia lugubris,"Schmidt, 1861"
3789,25808,Dugesia polychroa,"Schmidt, 1861"
3790,25811,Thinophilus versutus,"Haliday, 1851"
3791,25819,Rhizoglyphus elongatus,"Banks, 1906"
3792,25819,Schwiebea athiasae,"Fain, 1977"
3793,25819,Schwiebea codognoensis,"Fain & Pagani, 1989"
3794,25820,Acotyledon eurynympha,"Oudemans, 1911"
3795,25820,Schwiebea tshernyshevi,"Zachvatkin, 1941"
3796,25820,Tyroglyphus erynympha,"Oudemans, 1911"
3797,25830,Sciapus vialis,"Raddatz, 1873"
3798,25833,Sciapus lugens,"Meigen, 1824"
3799,25839,Sciapus regalis,"Meigen, 1824"
3800,25841,Sciara thomae,"Linnaeus, 1767"
3801,25842,Sciara armata,"Winnertz, 1867"
3802,25849,Sciara marginata,"Mohrig & Krivosheina, 1983"
3803,25886,Scleroprocta danica,"Nielsen, 1923"
3804,25892,Lumbrineris fragilis,"Müller, 1766"
3805,25896,Scoliocentra villosula,"Czerny, 1924"
3806,25951,Psetta maxima,"Linnaeus, 1758"
3807,25968,Scotina palliardi,"Koch, 1881"
3808,26006,Megninia ibidis,"Trouessart, 1885"
3809,26006,Scutomegninia ibidis,"Trouessart, 1885"
3810,26009,Scutovertex ovalis,"Oudemans, 1900"
3811,26012,Pteronyssoides atticorae,"Cerny, 1975"
3812,26012,Pteronyssoides besselingi,"Oudemans, 1925"
3813,26012,Pteronyssoides bifurcatus,"Hall, 1912"
3814,26012,Pteryonyssus obscurus,"Berlese, 1884"
3815,26012,Trouessartia obscurus,"Berlese, 1884"
3816,26035,Scymnus mimulus,"Capra & Fürsch, 1967"
3817,26058,Sebastes marinus,"Linnaeus, 1758"
3818,26083,Lamprotatus clavigerum,"Thomson, 1876"
3819,26091,Selandria sixii,"Snellen van Vollenhoven, 1858"
3820,26105,Sellnickochthonius rostratus,"Krivolutsky, 1975"
3821,26106,Brachychthonius arcticus,"Hammer, 1952"
3822,26106,Brachychthonius gygeri,"Schweizer, 1963"
3823,26106,Brachychthonius obscurus,"Krivolutsky, 1966"
3824,26106,Brachychthonius semiornatus,"Evans, 1952"
3825,26106,Brachychthonius striatus,"Willmann, 1956"
3826,26108,Brachychochthonius suecicus,"Forsslund, 1942"
3827,26108,Brachychthonius jugatus,"Niedbala, 1972"
3828,26108,Brachychthonius jugatus,"Forsslund, 1942"
3829,26129,Pediculus cerambycinus,"Scopoli, 1763"
3830,26129,Trichodactylus xylocopa,"Müller, 1776"
3831,26130,Trichotarsus manicati,"Giard, 1900"
3832,26137,Senotainia melaleuca,"Meigen, 1824"
3833,26143,Sepedon haeffneri,"Fallén, 1820"
3834,26157,Sepsis hilaris,"Meigen, 1826"
3835,26157,Sepsis incisa,"Strobl, 1894"
3836,26158,Sepsis pilipes,"Van der Wulp, 1871"
3837,26159,Sepsis meijerei,"Duda, 1926"
3838,26160,Sepsis tonsa,"Duda, 1926"
3839,26163,Sepsis pectoralis,"Macquart, 1835"
3840,26171,Sericomyia borealis,"Fallén, 1816"
3841,26173,Sericostoma pedemontanum,MacLachlan
3842,26174,Sericostoma timidum,"Hagen, 1864"
3843,26174,Sericostoma turbatum,"MacLachlan, 1876"
3844,26180,Ephemerella ignita,"Poda, 1761"
3845,26180,Ephemerella torrentium,"Bengtsson, 1917"
3846,26183,Serromyia nitens,"Goetghebuer, 1920"
3847,26183,Serromyia spinosipes,"Kieffer, 1919"
3848,26208,Dendroica coronata,"Linnaeus, 1766"
3849,26225,Paraleius leontonychus,"Berlese, 1910"
3850,26232,Protolichus lunula,"Robin, 1877"
3851,26232,Pterolichus lunula,"Robin, 1877"
3852,26253,Setisquamalonchaea fumosa,"Egger, 1862"
3853,26253,Silba setisquama,"Czerny, 1934"
3854,26279,Simocephalus exspinosus,"De Geer, 1778"
3855,26285,Simulium cambriense,"Davies, 1967"
3856,26289,Simulium brevicaule,"Davies, 1966"
3857,26293,Simulium nitidifrons,"Edwards, 1920"
3858,26295,Simulium subexcisum,"Edwards, 1915"
3859,26296,Simulium salopiense,"Edwards, 1927"
3860,26302,Simulium pratorum,"Friedrichs, 1920"
3861,26304,Simulium austeni,"Edwards, 1915"
3862,26306,Simulium sublacustre,"Davies, 1966"
3863,26307,Simulium spinosum,"Doby & Deblock, 1957"
3864,26311,Simulium verna,"Macquart, 1826"
3865,26332,Sinoxylon sexdentatum,"Olivier, 1790"
3866,26333,Sinoxylon conigerum,"Gerstaecker, 1855"
3867,26341,Siphlonurus linnaeanus,"Eaton, 1871"
3868,26341,Siphlurella linnaeanus,"Eaton, 1871"
3869,26346,Siphona mesnili,"Andersen, 1982"
3870,26349,Siphona urbana,"Harris, 1780"
3871,26372,Sirocalodes nigrinus,"Marsham, 1802"
3872,26385,Sitodiplosis aurantiaca,"Wagner, 1866"
3873,26394,Sitona ononidis,"Sharp, 1866"
3874,26429,Smerinthus ocellata,"Linnaeus, 1758"
3875,26443,Sminthurus aquaticus,"Bourlet, 1842"
3876,26456,Sminthurus niger,"Lubbock, 1868"
3877,26466,Smittia foliata,"Kieffer, 1906"
3878,26484,Pterolichus rehbergi,"Canestrini & Berlese, 1880"
3879,26485,Soldanellonyx lacustris,"Lundblad, 1920"
3880,26524,Foersterella flavipes,"Foerster, 1841"
3881,26533,Spanochaeta longitarsis,"Stein, 1900"
3882,26548,Belba torva,"Oudemans, 1897"
3883,26548,Damaeus quadrihastatus,"Märkel & Meyer, 1960"
3884,26551,Spaziphora falleni,"Schiner, 1864"
3885,26551,Spaziphora fallenii,"Schiner, 1864"
3886,26551,Spaziphora fascipes,"Becker, 1894"
3887,26552,Specaria josinae,"Vejdovský, 1883"
3888,26590,Argynnis aglaja,"Linnaeus, 1758"
3889,26591,Sphaericus gibbioides,"Boieldieu, 1854"
3890,26600,Sphaeriestes ater,"Paykull, 1798"
3891,26614,Sphaerodoropsis minuta,"Webster & Benedict, 1887"
3892,26616,Laelaps holothyroides,"Leonardi, 1896"
3893,26619,Sphaeromias goetghebueri,"De Meijere, 1946"
3894,26620,Sphaeromias candidatus,"Loew, 1856"
3895,26630,Sphaerophoria picta,"Meigen, 1822"
3896,26633,Sphaerophoria dubia,"Zetterstedt, 1849"
3897,26633,Sphaerophoria sarmatica,"Bankowska, 1964"
3898,26635,Sphaerophoria nitidicollis,"Zetterstedt, 1849"
3899,26636,Sphaerophoria reducta,"Lucas, 1969"
3900,26643,Sphecodes fuscipennis,"Germar, 1819"
3901,26647,Sphecodes fasciatus,"von Hagens, 1882"
3902,26670,Sphegina kimakowiczi,"Strobl, 1897"
3903,26671,Sphegina clavata,"Scopoli, 1763"
3904,26676,Sphex rufocinctus,"Brullé, 1833"
3905,26692,Spiculopteragia spiculoptera,"Gushanskaya, 1934"
3906,26705,Spilogona nupta,"Zetterstedt, 1845"
3907,26705,Spilogona vana,"Zetterstedt, 1845"
3908,26738,Spiniphora domestica,"Wood, 1906"
3909,26739,Spiniphora immaculata,"Strobl, 1894"
3910,26741,Spiniphora helicivora,"Dufour, 1841"
3911,26745,Pteroptus acuminatus,"Koch, 1836"
3912,26745,Spinturnix noctulae,"Oudemans, 1910"
3913,26749,Pteroptus myoti,"Kolenati, 1856"
3914,26749,Spinturnix murinus,"Oudemans, 1910"
3915,26750,Diplostaspis mystacinus,"Kolenati, 1857"
3916,26751,Pteroptus plecotinus,"Koch, 1839"
3917,26751,Spinturnix plecoti,"Oudemans, 1902"
3918,26752,Carduelis spinus,"Linnaeus, 1758"
3919,26754,Paraspio decorata,"Bobretzky, 1870"
3920,26754,Spio decoratus,"Bobretzky, 1870"
3921,26761,Chrysallida pellucida,"Dillwyn, 1817"
3922,26763,Pomatoceros lamarcki,"Quatrefages, 1866"
3923,26764,Pomatoceros triqueter,"Linnaeus, 1758"
3924,26766,Spirontocaris lilljeborgii,"Danielssen, 1859"
3925,26767,Spiroris borealis,"Daudin, 1800"
3926,26789,Bayeria capitigena,"Bremi, 1847"
3927,26789,Dasineura subpatula,"Bremi, 1847"
3928,26789,Spurgia capitigena,"Bremi, 1847"
3929,26790,Leuciscus cephalus,"Linnaeus, 1758"
3930,26811,Bruchus bixae,"Drapiez, 1820"
3931,26812,Dipurena gemmifera,"Forbes, 1848"
3932,26812,Sarsia gemmifera,"Forbes, 1848"
3933,26813,Coryne producta,"Wright, 1858"
3934,26813,Sarsia producta,"Wright, 1858"
3935,26819,Stearibia foveolata,"Meigen, 1826"
3936,26826,Acarus musculi,"Schrank, 1803"
3937,26827,Ceratonyssus occidentalis,"Ewing, 1933"
3938,26830,Stegana curvinervis,"Fallén, 1823"
3939,26833,Steganacarus karamani,"Tarman, 1962"
3940,26834,Phthiracarus berlesei,"Oudemans, 1915"
3941,26837,Steganacarus punctulatus,"Sergenko, 1985"
